lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,f8d3a162ab9507e021d83dd109118b60,Administration/Industry file,how many LEARNING OUTCOMES should be ANSWERed in UNIT 8? ,"[702, 642, 732, 713, 686, 758, 678, 623, 757, 611]","[666, 667, 668]",Not Found,0.0
0.5,f8d3a162ab9507e021d83dd109118b60,Administration/Industry file,what's the topic of UNIT 14?,"[20513, 20231, 20444, 609, 20299, 19825, 27079, 5227, 27078, 27096]",[725],Not Found,0.0
0.5,t480_ug_en,Guidebook,How many connectors are there on the right side view of the computer?,"[19045, 24620, 22536, 23277, 23899, 59, 123, 2476, 2478, 19026]","[24148, 24149]",Not Found,0.0
0.5,t480_ug_en,Guidebook,How many trackpad gestures does this computer have?,"[24414, 24411, 24413, 24415, 24397, 24417, 24382, 23948, 24412, 24398]","[24332, 24333]",Not Found,0.0
0.5,t480_ug_en,Guidebook,Which side of the camera indicator is on the infrared camera lens?,"[24572, 24576, 24575, 24578, 24581, 24106, 24107, 24570, 24105, 24565]","[24560, 24577, 24578, 24572]",1,0.5
0.5,t480_ug_en,Guidebook,How many switches do you need to flip to remove the battery?,"[19214, 18578, 19202, 26747, 18692, 24345, 18226, 18252, 18239, 22868]",[25650],Not Found,0.0
0.5,q1-2023-bilibili-inc-investor-presentation,Financial report,By what percentage has gross profit increased in Q1 of 2023 compared to Q1 of 2022?,"[3777, 19374, 19375, 3645, 3665, 3664, 19514, 21684, 21765, 3661]","[19369, 19374]",2,0.5
0.5,q1-2023-bilibili-inc-investor-presentation,Financial report,What percentage of users are under 35?,"[19384, 19626, 19574, 8943, 19631, 19632, 19633, 19589, 8880, 8878]","[19384, 19378]",1,0.5
0.5,q1-2023-bilibili-inc-investor-presentation,Financial report,What animals appear on page nine? Enumerate them in a list.,"[18998, 26493, 21317, 21267, 19856, 9011, 21207, 4408, 4407, 24195]",[19406],Not Found,0.0
0.5,q1-2023-bilibili-inc-investor-presentation,Financial report,"Compared with 22Q1, in 23Q1, how much higher is the increase rate of number of daily average active content creators than average daily video views?","[19417, 19370, 19410, 19431, 26226, 3756, 20105, 1941, 4738, 19677]","[19417, 19414]",1,0.5
0.5,q1-2023-bilibili-inc-investor-presentation,Financial report,How many times does mobile phone appear on pages 16 and 18?,"[1198, 18022, 1190, 18828, 1191, 1153, 1150, 8873, 1152, 8764]","[19459, 19461, 19463, 19443, 19446]",Not Found,0.0
0.5,measuringsuccessonfacebooktwitterlinkedin-160317142140_95,Tutorial/Workshop,"What is the Source of the data for the audience of the platform whose metrics are page likes, post clicks, video views, post reach, hide, report as spam, unlikes, 30-second views++, post types, engagement: reactions, shares, comments, and FB referral traffic?","[8938, 8992, 8958, 18034, 18004, 4582, 1417, 1718, 8927, 19417]","[8938, 8915]",1,0.5
0.5,measuringsuccessonfacebooktwitterlinkedin-160317142140_95,Tutorial/Workshop,How many likes does the post by Disneyland have on the platform with an audience of 10.6 for Age 65+?,"[8927, 1730, 1718, 8992, 17098, 14613, 1726, 1849, 1842, 8938]","[8930, 8915, 8932, 8931]",Not Found,0.0
0.5,measuringsuccessonfacebooktwitterlinkedin-160317142140_95,Tutorial/Workshop,"In the two years 2013-2014, in which year is there a lower percentage of users from rural locations on the platform whose measurement tools include Twitter Analytics, Followerwonk, Buffer, and TweetReach?","[8960, 8958, 1830, 4764, 8961, 1726, 1785, 8913, 8907, 21135]","[8960, 8961, 8943, 8957, 8959]",1,0.4
0.5,measuringsuccessonfacebooktwitterlinkedin-160317142140_95,Tutorial/Workshop,"In 2013, what is the total percentage of online adult users in the ""White, Non-Hispanic"" and ""Hispanic"" categories on the platform whose metrics include Followers, Tweet Clicks, Video Views, Tweet Reach, Engagement Rate, Completion Rate, Engagement: Mentions, Retweets, Likes, Top Tweet, Top Mention, Top Follower, Top Media Tweet, and Twitter Referral Traffic?","[8958, 1726, 1795, 1785, 1725, 1786, 8961, 4764, 1841, 1842]","[8958, 8943]",1,0.5
0.5,measuringsuccessonfacebooktwitterlinkedin-160317142140_95,Tutorial/Workshop,What is the total percentage of `college graduate` and `high school or less` on the platform whose measurement tools include Google Analytics?,"[8943, 8962, 17093, 20427, 14740, 14750, 12545, 15260, 595, 16165]","[8962, 8996]",2,0.5
0.5,mmdetection-readthedocs-io-en-v2.18.0,Guidebook,"If I want to use the detector in the paper `SOLO: Segmenting Objects by Locations`, what is the implemented class name in `mmdet.models.dense_heads`? ","[11993, 14245, 13602, 14234, 10252, 12070, 9906, 10027, 10074, 12085]",[12711],Not Found,0.0
0.5,tacl_a_00660,Academic paper,"Among the three correction strategies: training-time correction, generation-time correction, and post-hoc correction, which one has the most representative papers in the survey? ","[26140, 26167, 26188, 26168, 26143, 26191, 26127, 26134, 26153, 26187]","[26144, 26134, 26143]",5,0.67
0.5,tacl_a_00660,Academic paper,"How many strategies are plotted for training-time correction, generation-time correction, and post-hoc correction, respectively? Write the answer in the list format, e.g., [""1"",""2""]","[26167, 26168, 26143, 26140, 26127, 26172, 26166, 26174, 26175, 26176]","[26144, 26168, 26151]",2,0.33
0.5,tacl_a_00660,Academic paper,"For the papers that adopted the Self-Refine strategy in Table 2, how many of them are not mentioned in the ""Self-Correction"" section of page 9? Write the answer in int format.","[26169, 26168, 26167, 26209, 26211, 26213, 26210, 26212, 26214, 26170]","[26158, 26134, 26169, 26170, 26143]",1,0.4
0.5,tacl_a_00660,Academic paper,"For the papers that adopted the Model Debate strategy in Table 2, how many of them are not mentioned in Section 3.4? Write the answer in float format.","[26179, 26182, 26181, 26180, 6564, 26183, 10436, 9665, 6565, 7364]","[26179, 26180, 26181, 26182, 26183, 26134, 26170, 26171, 26143]",1,0.56
0.5,tacl_a_00660,Academic paper,"For all the papers that are listed in Table 1 and Table 2, how many of them are proposed in 2021?","[26131, 10475, 10473, 10474, 9365, 10472, 8089, 3592, 26216, 10476]","[26134, 26143]",Not Found,0.0
0.5,owners-manual-2170416,Guidebook,"In the ""Before Using Your Refrigerator"" Section, ""Installing it properly"" is the step before or after the step ""Plugging it in""? ","[18996, 19049, 19048, 19047, 19050, 19051, 19020, 23955, 24079, 24887]","[19042, 19047]",4,0.5
0.5,f1f5242528411b262be447e61e2eb10f,Academic paper,Which transcript have been included in the translation process in Re-Sense mutation,"[22437, 26244, 18340, 3450, 3108, 18331, 3109, 3110, 18338, 18334]",[226],Not Found,0.0
0.5,f1f5242528411b262be447e61e2eb10f,Academic paper,What does a point mutation of the codon TTT or thymine-thymine define?,"[222, 228, 14836, 876, 225, 5130, 214, 192, 349, 285]","[211, 222]",1,0.5
0.5,f1f5242528411b262be447e61e2eb10f,Academic paper,Which step in Figure 1 maps to the content of Figure 10?,"[11739, 24679, 18973, 18940, 26158, 24681, 18941, 26098, 4767, 26145]","[170, 282]",Not Found,0.0
0.5,f1f5242528411b262be447e61e2eb10f,Academic paper,Which figures depict mutation mechanisms with the double-chain DNA structure?,"[310, 309, 18799, 192, 229, 286, 285, 214, 255, 290]","[214, 326, 207]",8,0.33
0.5,formwork-150318073913-conversion-gate01_95,Tutorial/Workshop,Which stages of casting a tunnel framework require a heater?,"[1373, 1579, 1558, 1596, 1582, 5624, 5622, 16277, 1562, 8009]",[1590],Not Found,0.0
0.5,formwork-150318073913-conversion-gate01_95,Tutorial/Workshop,What are the special forms of column formworks that are illustrated with diagrams in the slides?,"[1449, 1433, 1430, 1423, 1615, 1607, 1446, 1438, 1422, 1428]","[1440, 1441, 1442, 1443, 1444, 1445, 1446, 1447, 1448, 1434, 1437, 1438, 1439]",7,0.15
0.5,germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95,Research report / Introduction,What colors are the Lufthansa logo within the first 90 minutes and afterward until 120 minutes?,"[1730, 1731, 1767, 1769, 1725, 1768, 1745, 1729, 1790, 1766]","[1730, 1725, 1726]",1,0.67
0.5,germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95,Research report / Introduction,How many figures are related to Airbus?,"[20919, 5630, 5629, 4739, 1740, 850, 1095, 19077, 1096, 3907]","[1767, 1768, 1769, 1740, 1773, 1774, 1775, 1745, 1726]",5,0.11
0.5,germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95,Research report / Introduction,"When did the number of tweets referencing Germanwings exceed 200,000? Your report time should be in CET time, like '17:05 CET'.","[1702, 1840, 1697, 785, 786, 2740, 6656, 21446, 21499, 1806]","[1805, 1806]",10,0.5
0.5,germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95,Research report / Introduction,Is the Germanwings Facebook account logo consistent before and after the first 120 minutes?,"[27110, 1730, 8891, 8870, 19688, 14798, 1716, 14618, 1718, 8914]","[1730, 1731, 1736, 1740, 1726]",2,0.2
0.5,germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95,Research report / Introduction,In how many hours Airbus incorporated a pop-up notification acknowledging the incident?,"[1772, 1726, 1774, 1786, 1745, 1791, 1773, 1775, 1724, 1744]","[1766, 1767, 1768, 1769, 1772, 1773, 1774, 1775]",1,0.5
0.5,germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95,Research report / Introduction,How many instances of Lufthansa's official website are presented?,"[1767, 1725, 1769, 1766, 1768, 1790, 1730, 1708, 1731, 1729]","[1762, 1767, 1768, 1769, 1740, 1745]",1,0.5
0.5,germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95,Research report / Introduction,"What are the incident and report dates? Save your answer as a list, with each data formatted as 'YYYY-MM-DD'.","[20684, 3086, 4682, 4681, 4694, 4695, 6093, 6091, 4683, 4680]","[1697, 1695]",Not Found,0.0
0.5,efis-140411041451-phpapp01_95,Tutorial/Workshop,Which seven sensors are connected to the ECU?,"[91, 106, 59, 135, 64, 133, 127, 93, 22610, 107]","[59, 53]",3,0.5
0.5,efis-140411041451-phpapp01_95,Tutorial/Workshop,How many figures illustrated the structure of fuel injectors?,"[4739, 3907, 18219, 45, 18235, 46, 37, 850, 8353, 19077]","[42, 45]",4,0.5
0.5,efis-140411041451-phpapp01_95,Tutorial/Workshop,What temperature sensors are illustrated with figures in the slides?,"[91, 123, 110, 111, 127, 1024, 106, 107, 79, 99]","[111, 112, 113, 114, 115, 117, 118, 122, 123, 124]",2,0.2
0.5,efis-140411041451-phpapp01_95,Tutorial/Workshop,How many outputs does the example ECU have?,"[66, 31, 24, 67, 68, 69, 65, 133, 59, 64]","[59, 53]",9,0.5
0.5,san-francisco-11-contents,Guidebook,What is the Pier with the longest coast line?,"[871, 895, 16564, 17460, 16285, 16514, 17761, 877, 17466, 21017]",[21082],Not Found,0.0
0.5,san-francisco-11-contents,Guidebook,Name a restaurant between 36th Ave. and 37th Ave..,"[21331, 21330, 21185, 21189, 21301, 21149, 21186, 21254, 21130, 21262]","[21330, 21319]",2,0.5
0.5,transform-software-delivery-with-valueedge-brochure,Brochure,What is the title of the page that contains a screenshot?,"[24726, 9565, 26091, 19022, 2534, 2537, 12209, 12889, 777, 9017]",[26438],Not Found,0.0
0.5,transform-software-delivery-with-valueedge-brochure,Brochure,What is the name of the workspace shown as an example?,"[24609, 26440, 10225, 5410, 10224, 19951, 7852, 21298, 15914, 26888]",[26438],Not Found,0.0
0.5,nielsen2015musicbizpresentation-final-150526143534-lva1-app6891_95,Research report / Introduction,What is the combined percentage of Album Sales % and Song Sales % for the Country genre?,"[17975, 17968, 17977, 17982, 17980, 17984, 17961, 17972, 20520, 17992]","[17968, 17966]",2,0.5
0.5,nielsen2015musicbizpresentation-final-150526143534-lva1-app6891_95,Research report / Introduction,What kind of albums are reducing the share of their business due to streaming?,"[6018, 21627, 4592, 7424, 17962, 21636, 5662, 5867, 5868, 19728]","[17961, 17963]",Not Found,0.0
0.5,mi_phone,Guidebook,"According to the overview section, list the buttons of Mi phones","[38, 9017, 18736, 9018, 8835, 39, 9007, 8828, 8831, 26419]","[9020, 9021]",Not Found,0.0
0.5,mi_phone,Guidebook,How many icons can be found in Status Bar? ,"[9114, 1226, 14815, 9086, 19427, 5031, 6778, 5227, 6775, 4834]","[9088, 9089]",Not Found,0.0
0.5,mi_phone,Guidebook,How many steps are needed for editing an SMS?,"[9871, 8894, 11700, 11699, 9869, 23844, 5281, 724, 25302, 9721]","[9173, 9174, 9175, 9176, 9177]",Not Found,0.0
0.5,stereo_headset,Guidebook,How many items are included in the package?,"[22546, 3374, 402, 25851, 2999, 3112, 7031, 7034, 7033, 7039]","[22545, 22546, 22547, 22548, 22549, 22550, 22551, 22552, 22553, 22554, 22555, 22556]",1,0.08
0.5,stereo_headset,Guidebook,How many parts are introduced of the headset including their locations and functions? ,"[22567, 22972, 22597, 23068, 23095, 22761, 22759, 23062, 22867, 22757]","[22568, 22566, 22567]",1,0.33
0.5,f86d073b0d735ac873a65d906ba82758,Financial report,What is total dividend of Erstwhile ITC Hotels Limited (in Rupee) between 1999 to 2000 year?,"[488, 382, 486, 452, 371, 552, 553, 369, 361, 373]","[496, 505]",Not Found,0.0
0.5,f86d073b0d735ac873a65d906ba82758,Financial report,Which year this document was most likely published?,"[7672, 22438, 7716, 5089, 7777, 7616, 5078, 4883, 7764, 8653]",[410],Not Found,0.0
0.5,f86d073b0d735ac873a65d906ba82758,Financial report,"Among all in-office board members,  how many other chairmanships the person who attended the least board meetings hold on the boards of other companies?","[7379, 412, 22292, 7155, 410, 4081, 7342, 7048, 7161, 7150]","[394, 379, 412, 395]",2,0.25
0.5,f86d073b0d735ac873a65d906ba82758,Financial report,"What is total committee strengh of audit committee meetings and compensation committee meetings in 21st July,  2006?","[437, 438, 414, 435, 436, 20633, 448, 20621, 450, 8193]","[448, 418, 450, 437, 438]",1,0.8
0.5,roche-holdings_2021,Financial report,What platform does the company use to facilitate international exchange with patient organizations?,"[4489, 19605, 4052, 8828, 4429, 1731, 4581, 5042, 4554, 710]",[20483],Not Found,0.0
0.5,inditex_2021,Financial report,How many non-executive directors should the Audit and Compliance Committee comprise according to Inditex's regulations?,"[7411, 6270, 7187, 8631, 8535, 8518, 8377, 6202, 8264, 6274]",[7634],Not Found,0.0
0.5,inditex_2021,Financial report,How many social programmes was Inditex involved in during 2021?,"[4389, 4383, 4386, 6522, 4628, 6024, 6752, 5974, 3581, 6870]",[3831],Not Found,0.0
0.5,inditex_2021,Financial report,What was the company's gross profit for the year 2021?,"[3665, 3645, 21765, 2999, 3661, 21684, 19514, 3777, 8740, 19372]",[2977],Not Found,0.0
0.5,siemens-healthineers_2021,Financial report,How much goodwill was allocated to Siemens Healthineers' Imaging segment from the Varian acquisition?,"[22090, 21576, 21474, 21585, 21393, 21475, 21431, 22262, 21492, 21548]",[21871],Not Found,0.0
0.5,siemens-healthineers_2021,Financial report,What benefits are expected from the Siemens Healthineers acquisition of Varian?,"[22090, 22073, 21680, 21681, 21474, 21686, 21687, 21475, 21585, 22111]",[21869],Not Found,0.0
0.5,siemens-healthineers_2021,Financial report,What is the major topic of the content on page 37?,"[6772, 6775, 20513, 6787, 6874, 24326, 1203, 6831, 6828, 6829]","[21705, 21710, 21711, 21712, 21713, 21714, 21715, 21716, 21717, 21718, 21719, 21695]",Not Found,0.0
0.5,news_combined,News,How many figures are there in the frontpage?,"[5026, 24679, 24681, 24666, 24665, 24103, 24680, 24664, 24102, 24685]","[14304, 14275, 14323, 14324, 14293, 14327]",Not Found,0.0
0.5,news_combined,News,On what date was the newspaper released?,"[15213, 16732, 14908, 17840, 19352, 17001, 1386, 15662, 14485, 16147]",[14272],Not Found,0.0
