lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,2306.05425v1,Academic paper,"According to the figure, what is the first step of cold start?","[25468, 24873, 23963, 25059, 24004, 24962, 26007, 24938, 22224, 25061]",[23140],Not Found,0.0
0.5,2306.05425v1,Academic paper,What sport is shown in the visual examples of MIMIC-IT and Otter?,"[23163, 24955, 20095, 25454, 25451, 25912, 25909, 24337, 23121, 19680]","[23140, 23134]",Not Found,0.0
0.5,2306.05425v1,Academic paper,How many line plots are shown in the paper?,"[23717, 22279, 49, 3655, 22947, 24102, 23081, 22028, 3656, 2584]","[23171, 23182]",Not Found,0.0
0.5,2210.02442v1,Academic paper,How many figures convey similar messages as the first figure?,"[25051, 25061, 23996, 23998, 25062, 25057, 23458, 19816, 19815, 24007]","[22108, 22122, 22028, 22119]",Not Found,0.0
0.5,2210.02442v1,Academic paper,How many strategies outperform the random selection baseline on CIFAR-10-LT?,"[22022, 22058, 22061, 22028, 22075, 22029, 22032, 22064, 22027, 22072]","[22056, 22062]",Not Found,0.0
0.5,2210.02442v1,Academic paper,What querying criteria yields the worst label diversity generally on all the datasets?,"[22107, 22117, 22121, 22118, 22125, 22110, 22112, 22113, 22042, 22036]","[22040, 22111]",Not Found,0.0
0.5,2210.02442v1,Academic paper,How many line plots are in this paper?,"[23717, 22279, 22309, 49, 3656, 3655, 22277, 23575, 24019, 22278]","[22128, 22129, 22062, 22070]",Not Found,0.0
0.5,2210.02442v1,Academic paper,"On the dataset map of PathMNIST, does the map by ground truth or pseudo-labels have a larger confidence variance?","[22126, 22127, 22067, 22044, 22048, 22062, 22113, 22114, 22030, 22038]","[22124, 22126]",1,0.5
0.5,2307.09288v2,Academic paper,list the top-3 models in Figure 3,"[3559, 23561, 22458, 23473, 23560, 22618, 23962, 23438, 23469, 23559]","[23345, 23339]",Not Found,0.0
0.5,2307.09288v2,Academic paper,How many slots are missed in Table 21?,"[1168, 1170, 4003, 4001, 1076, 3962, 3996, 4004, 1103, 4000]",[23682],Not Found,0.0
0.5,2307.09288v2,Academic paper,How many datasets are reported in Pages 49-50?,"[23246, 2654, 3896, 2661, 23821, 22059, 22188, 22579, 22344, 13310]","[23680, 23681, 23682, 23683, 23684, 23685, 23660, 23669, 23670]",Not Found,0.0
0.5,2307.09288v2,Academic paper,How many more emojis does the right subfig have than the left subfig in Figure 9?,"[22486, 22122, 24980, 23909, 24008, 23963, 25054, 25062, 2584, 25057]",[23448],Not Found,0.0
0.5,2305.14160v4,Academic paper,Does the mean significance of information flow from the text part to label words always greater than the mean significance of information flow from label words to the target position? Answer 'yes' or 'no' directly.,"[22916, 22914, 22915, 22917, 22912, 22978, 22995, 22946, 22907, 23057]","[22914, 22915, 22916, 22917, 22918, 22927, 22928, 22911]",1,0.5
0.5,2305.14160v4,Academic paper,Does the  information flow from label words to the target position dominate in all layers? Answer 'yes' or 'no' directly.,"[22923, 22938, 22900, 22946, 22936, 22903, 23057, 22924, 23065, 23068]","[22933, 22926]",Not Found,0.0
0.5,2305.14160v4,Academic paper,How much does the Anchor Re-weighting method improve the performance of vanilla ICL on average?,"[22968, 22904, 23084, 23085, 22953, 22954, 22972, 22951, 23089, 23088]",[22979],Not Found,0.0
0.5,2305.14160v4,Academic paper,"Using anchor-only context compression, how much can GPT2-XL speed up on AGNews?","[22893, 23012, 22990, 23095, 22922, 22986, 22904, 22976, 22951, 22903]",[22991],Not Found,0.0
0.5,2021-Apple-Catalog,Brochure,"Regarding macbook high security solution, which numbers of features are not presented in the illustration?","[6976, 6970, 7175, 7079, 6993, 7078, 6915, 6914, 6960, 6997]",[6980],Not Found,0.0
0.5,2021-Apple-Catalog,Brochure,"One40 can only be used for Apple Watch, is that true? Please directly answer 'yes' or 'no'.","[7006, 7005, 7012, 7186, 7014, 7013, 7177, 7027, 7051, 7054]","[6915, 7020, 7027]",8,0.33
0.5,2020.acl-main.408,Academic paper,On which platform were the annotations for the BoolQ dataset collected?,"[2786, 2791, 2789, 2654, 2712, 2716, 2675, 3168, 2803, 13310]",[2799],Not Found,0.0
0.5,2020.acl-main.45,Academic paper,Is the OntoNotes4.0 dataset used for the Named Entity Recognition task Chinese or English?,"[3165, 2984, 22277, 22429, 22459, 3166, 3050, 3052, 22265, 22264]","[3081, 3068]",Not Found,0.0
0.5,2020.acl-main.45,Academic paper,What data augmentation method resulted in the highest F1-score for the BERT model according to Table 8?,"[22094, 22097, 22095, 22093, 22099, 3072, 3070, 22091, 22098, 3068]",[3069],Not Found,0.0
0.5,2020.acl-main.45,Academic paper,"What is the highest F1 score achieved on the Chinese OntoNotes4.0 dataset, according to Table 10?","[3084, 3081, 3048, 3174, 22277, 3047, 3165, 22453, 22459, 22430]",[3085],Not Found,0.0
0.5,2020.acl-main.45,Academic paper,What performance boost did BERT+DSC achieve for the MRPC?,"[3059, 3058, 3077, 3995, 3979, 3991, 3035, 3036, 3994, 3975]","[3048, 3059]",1,0.5
0.5,2020.acl-main.423,Academic paper,Does SenseBERT employ a whole-word-masking strategy for out-of-vocabulary words?,"[2885, 2887, 2886, 2836, 2822, 2879, 2841, 2834, 2840, 2826]","[2872, 2885]",1,0.5
0.5,2020.acl-main.423,Academic paper,"According to Figure 3(b), how does SenseBERT abstract the role of ""bass"" in the sentence ""Dan cooked a bass on the grill""?","[2898, 2828, 2897, 2896, 2884, 2814, 2890, 2840, 2839, 2835]",[2883],Not Found,0.0
0.5,2020.acl-main.423,Academic paper,"In Figure 2(a), what is the pattern observed among the supersenses?","[24008, 378, 23991, 24013, 24871, 23990, 25051, 23909, 25046, 24000]",[2871],Not Found,0.0
0.5,2020.acl-main.207,Academic paper,What evaluation metrics are used for the citation prediction tasks?,"[26051, 26052, 26053, 26028, 23414, 26054, 26055, 26050, 3561, 23184]",[2551],Not Found,0.0
0.5,2020.acl-main.207,Academic paper,Which training signal resulted in the highest score for the CITE category?,"[2588, 2551, 2540, 2518, 2914, 2870, 2832, 2858, 25814, 5806]",[2576],Not Found,0.0
0.5,2020.acl-main.653,Academic paper,Calculate the average number of instances per article for the Arabic language using the numbers provided in Table 4.,"[3336, 3366, 3334, 3441, 3370, 3339, 3467, 3361, 3297, 3342]","[3336, 3324]",1,0.5
0.5,2020.acl-main.653,Academic paper,What is the F1 score for XLM when both the context language and question language are English?,"[3366, 3297, 3441, 3329, 3463, 3309, 3464, 3379, 3817, 13169]",[3367],Not Found,0.0
0.5,2020.acl-main.653,Academic paper,How many more parallel sentences are there in English/German than in English/Spanish according to Table 1?,"[3320, 3652, 3294, 3476, 3527, 3288, 23252, 3342, 3370, 3367]","[3305, 3317]",Not Found,0.0
0.5,2020.acl-main.653,Academic paper,How many figures are there in the paper (excluding Appendix)?,"[2039, 2040, 23338, 22273, 2623, 2624, 12267, 12002, 2614, 23050]","[3360, 3368, 3309, 3342]",Not Found,0.0
0.5,2020.acl-main.48,Academic paper,What is the purpose of the dual co-attention mechanisms in the GCAN model?,"[3230, 3242, 3240, 3238, 3235, 3236, 3233, 3237, 3239, 3241]","[3208, 3196]",Not Found,0.0
0.5,2020.acl-main.48,Academic paper,Which GCAN sub-model component removal resulted in the lowest accuracy for Twitter15?,"[3267, 3265, 3058, 3059, 3264, 22864, 22867, 3036, 3035, 22991]","[3241, 3225]",Not Found,0.0
0.5,2020.acl-main.48,Academic paper,How many source tweets were identified in the Twitter16 dataset?,"[3241, 3252, 3200, 3270, 3135, 3271, 3898, 3242, 3272, 3187]","[3241, 3225]",1,0.5
0.5,2020.acl-main.48,Academic paper,What is the difference in the number of users between the Twitter15 and Twitter16 datasets?,"[3241, 3265, 3261, 3257, 3262, 3259, 3252, 3266, 3282, 25767]","[3241, 3225]",1,0.5
0.5,2020.acl-main.48,Academic paper,"Which dataset has a higher ratio of true to fake tweets, Twitter15 or Twitter16?","[3241, 3252, 3265, 3266, 3272, 3271, 3257, 3259, 3282, 3262]","[3241, 3225]",1,0.5
0.5,2020.acl-main.48,Academic paper,What is the first sentence on page 4?,"[22543, 25918, 22540, 25480, 22450, 4794, 24693, 22542, 3852, 25302]",[3209],Not Found,0.0
0.5,2020.emnlp-main.213,Academic paper,Which metric showed the highest correlation with human judgments for the en-cs language pair according to Table 1?,"[3568, 3655, 3566, 3554, 3576, 23006, 3555, 3575, 22946, 3561]",[3547],Not Found,0.0
0.5,2020.emnlp-main.213,Academic paper,"For the en-ru language pair, which COMET model performed better, the COMET-HETER Estimator or the MQM Estimator, and by how much did it outperform the other?","[3552, 3554, 3648, 3562, 3557, 3544, 3566, 3542, 3561, 3538]",[3547],Not Found,0.0
0.5,2020.emnlp-main.213,Academic paper,What are the inputs to the Translation Ranking model depicted in Figure 2?,"[3538, 3511, 3515, 3521, 3518, 3517, 3514, 3523, 3516, 3513]","[3496, 3510]",Not Found,0.0
0.5,2020.emnlp-main.213,Academic paper,How does the Translation Ranking model process its inputs according to Figure 2?,"[3514, 3516, 3513, 3515, 3520, 3519, 3521, 3522, 3518, 3517]","[3496, 3510]",Not Found,0.0
0.5,2020.emnlp-main.213,Academic paper,"What is the purpose of the triplet margin loss in the Translation Ranking model, as shown in Figure 2?","[3538, 3511, 3493, 3514, 3515, 3518, 3517, 3521, 3523, 3516]","[3496, 3510]",Not Found,0.0
0.5,2020.emnlp-main.213,Academic paper,On which page does the paper discuss about the related works?,"[23350, 2595, 2990, 23010, 2594, 23351, 2518, 7829, 2596, 7815]","[3572, 3573]",Not Found,0.0
0.5,2020.findings-emnlp.139,Academic paper,Which programming language has the highest number of bimodal data points according to Table 1?,"[3687, 3699, 3662, 3675, 3685, 3694, 3667, 3688, 3706, 3686]","[3673, 3687]",1,0.5
0.5,2020.findings-emnlp.139,Academic paper,Which programming language had the most datapoints for PL probing according to Table 3?,"[3725, 3667, 3688, 3726, 3687, 3668, 3706, 3775, 3730, 3714]",[3724],Not Found,0.0
0.5,2020.findings-emnlp.139,Academic paper,What is the total number of datapoints for Python when combining both bimodal and unimodal codes?,"[3687, 3699, 3685, 3662, 3688, 3686, 3743, 3667, 3666, 3675]","[3673, 3687]",1,0.5
0.5,2020.findings-emnlp.139,Academic paper,How many authors are listed in the paper?,"[23651, 2768, 3599, 3383, 26344, 23646, 13243, 3405, 22395, 22377]","[3658, 3659, 3660]",Not Found,0.0
0.5,2020.sltu-1.28,Academic paper,What percentage of annotators had Tamil as the medium of schooling?,"[3839, 3834, 3837, 3828, 3816, 3845, 3811, 3886, 3844, 3832]","[3808, 3809]",Not Found,0.0
0.5,21-00620-INLSR-Vol2_Report-FINAL,Government,Does El Salvador's Financial Intelligence Unit (FIU) have staffing issues?,"[21446, 20205, 21208, 21390, 20324, 21487, 20252, 20777, 20665, 20202]","[20976, 20963]",Not Found,0.0
0.5,21-00620-INLSR-Vol2_Report-FINAL,Government,What sectors did the 2018 National Risk Assessment (NRA) characterize as medium/high risk for money laundering?,"[20190, 21407, 20506, 20462, 21061, 15789, 21688, 11193, 20191, 21328]","[20867, 20859]",Not Found,0.0
0.5,2020720029,Laws,What does article 10 of Finland's Constitution specifically guarantee?,"[6492, 6489, 6471, 6419, 6524, 6420, 6413, 6582, 6429, 6583]",[6493],Not Found,0.0
