lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,2303.08559v2,Academic paper,What is the performance of filter-then-rerank methods (w.o. ensemble) on 50-shot TACREV dataset?,"[22530, 22532, 22309, 22451, 22341, 22488, 22324, 22336, 22490, 22278]","[22336, 22323]",8,0.5
0.5,2303.08559v2,Academic paper,Repeat the instructions corresponding to the settings shown in red box of Figure 3 (left).,"[1103, 24390, 25011, 25855, 25158, 13073, 13394, 23930, 25438, 25781]","[22464, 22465, 22466, 22467, 22277, 22286, 22463]",Not Found,0.0
0.5,2303.08559v2,Academic paper,Tell me the prompt template used for label 'Contact.Meet' in filter-then-rerank method of this work. ,"[22532, 22260, 22530, 22303, 22515, 22344, 22320, 22323, 22328, 22254]","[22548, 22549]",Not Found,0.0
0.5,2303.08559v2,Academic paper,"If I drop the green module shown in Figure 6,  what is the absolute percentage drop on 100-shot TACREV setting?","[26077, 22337, 12939, 22309, 1075, 2705, 1083, 3360, 22324, 22822]","[22323, 22341]",Not Found,0.0
0.5,05-03-18-political-release,Research report / Introduction,"Among the adults conducted the survey on April 25 - May 1 2018, how many adults rated Trump's government ethical standards as poor? ","[122, 84, 891, 116, 136, 10811, 945, 10809, 1012, 783]","[30, 15]",Not Found,0.0
0.5,05-03-18-political-release,Research report / Introduction,"According to the survey on April 25 - May 1, 2018, what are the domains with the highest percentage that adults are very confident and not at all confident of Donald Trump's govenment? Please write the answer in the list format and with alphabetical order, e.g., [""A"",""B""]","[568, 563, 35, 430, 530, 570, 734, 34, 571, 41]","[41, 19]",10,0.5
0.5,05-03-18-political-release,Research report / Introduction,"What percentage of the party that holds the highest total percentage of good policy ideas and high ethical standards reported that they followed the news about congressional elections in their state very closely in the survey of U.S. adults conducted from April 25 to May 1, 2018?","[97, 136, 111, 1012, 118, 894, 15, 783, 26, 112]","[97, 105, 106, 107, 112, 113, 114, 115, 94]",1,0.22
0.5,05-03-18-political-release,Research report / Introduction,"What is the percentage of registered voters who support or lean toward the candidate from the party with the higher total percentage of good policy ideas and high ethical standards and closely follow congressional elections in their district in the survey of U.S. adults conducted April 25 - May 1, 2018?","[126, 638, 121, 456, 454, 724, 894, 641, 630, 738]","[97, 118, 124, 125, 126]",1,0.2
0.5,05-03-18-political-release,Research report / Introduction,"What is the percentage gap between the youngest age group and the oldest age group that strongly disapproves of the way the president, who started his job in 2018, was handling his job in the survey of U.S. adults conducted April 25-May 1, 2018? Please write the answer in float format","[898, 851, 126, 876, 118, 944, 826, 91, 844, 879]","[89, 61, 70]",Not Found,0.0
0.5,05-03-18-political-release,Research report / Introduction,"How many Demoncratic people in the survey of U.S. adults conducted April 25- May 1, 2019 said neither the Republican Party nor the Democratic Party  has ‘high ethical standards'?","[27, 104, 93, 107, 656, 894, 805, 621, 101, 97]","[105, 106, 139, 140, 138, 141, 94]",Not Found,0.0
0.5,0b85477387a9d0cc33fca0f4becaa0e5,Administration/Industry file,Who is the commanding officer in the first figure on the second page?,"[25061, 23909, 23300, 25059, 23458, 23996, 23998, 25165, 24990, 25062]",[165],Not Found,0.0
0.5,0b85477387a9d0cc33fca0f4becaa0e5,Administration/Industry file,"Who Visited the U.S. Naval Medical Research centre on November 29, 2012 in the document?","[219, 154, 295, 236, 304, 335, 346, 352, 353, 296]",[158],Not Found,0.0
0.5,0b85477387a9d0cc33fca0f4becaa0e5,Administration/Industry file,"With whom did the NAMRU-3 team visit Monrovia, Liberia, in November 2012? Enumerate their names within a list.","[239, 185, 240, 248, 178, 180, 236, 184, 245, 177]",[242],Not Found,0.0
0.5,0b85477387a9d0cc33fca0f4becaa0e5,Administration/Industry file,"Among all the pictures, how many of them contain only one person?","[25152, 25368, 25357, 25359, 25366, 23299, 20128, 25350, 24938, 25057]","[162, 166, 198, 328, 345, 189, 191]",Not Found,0.0
0.5,0b85477387a9d0cc33fca0f4becaa0e5,Administration/Industry file,"Among all the pictures, in which page the picture contains the most number of people? Give me the page no. as an integer.","[23300, 23299, 335, 25359, 24353, 24972, 24970, 25234, 23298, 24362]","[266, 250]",Not Found,0.0
0.5,2310.07609v1,Academic paper,How many numbers with blue color are mentioned in the example figure of question-guidue reasoning?,"[26267, 26271, 26314, 13324, 13056, 12891, 12909, 26311, 12906, 26270]",[26266],Not Found,0.0
0.5,2310.07609v1,Academic paper,"In the proposed system, how many modules are implemented with Large Language Models backbone?","[26271, 22335, 22864, 3960, 26320, 26291, 26278, 22867, 2703, 12920]",[26274],Not Found,0.0
0.5,2310.07609v1,Academic paper,"In the figure that locates at the top of page 5, what is the final step? Please write down the answer in string format.","[13055, 12909, 23940, 24575, 23351, 3309, 12922, 24567, 26314, 24873]",[26303],Not Found,0.0
0.5,2310.07609v1,Academic paper,What is the color of the model rectangle in the figure of page 4 that appears both in QA model and Reasone moduler in the paper?,"[26306, 23427, 23036, 26271, 26305, 26279, 26278, 1124, 12887, 13208]","[26293, 26279]",6,0.5
0.5,2310.07609v1,Academic paper,How many prompts instruction examples are listed in the main body of the paper? Please writhe down the answer in float format.,"[26172, 13312, 23470, 22275, 23251, 26174, 13376, 13319, 13061, 23381]","[26283, 26287, 26289, 26291, 26301]",Not Found,0.0
0.5,2310.07609v1,Academic paper,What is the average performance gap between the ProgramFC performance and our proposed system in the HOVER dataset? Please write down the answer in float format with 2 decimals.,"[12938, 12960, 13112, 12958, 26309, 12932, 13060, 26308, 12950, 12948]",[26309],5,1.0
0.5,2303.05039v2,Academic paper,How many items in total of Amazon related datasets in the paper? Please write the answer in int format. ,"[2661, 2794, 2701, 2655, 2671, 2981, 22178, 22188, 23246, 2781]",[22189],Not Found,0.0
0.5,2303.05039v2,Academic paper,What is the average number of words per user used for the experiments in the dataset from which a data sample of a user's Receptiviti score is shown? Please write the answer in float format.,"[22182, 22205, 22153, 22183, 22235, 26073, 3951, 22152, 26163, 23427]",[22189],Not Found,0.0
0.5,2303.05039v2,Academic paper,What is the color of the personality vector in the soft-labled  personality embedding matrix that with the highest Receptiviti score for User A2GBIFL43U1LKJ?,"[22184, 22180, 3219, 13962, 11091, 18010, 4926, 19583, 24891, 22896]","[22184, 22170, 22197]",1,0.33
0.5,2303.05039v2,Academic paper,"What are the personality scores of the data sample with extreme personality cases, in which the personality vector color is blue in the overall model structure? Please write down the answer in list format with ascending order, e.g., [""1"",""2""]","[22153, 22184, 22214, 22230, 22209, 22203, 22173, 22220, 22154, 22221]","[22209, 22197]",5,0.5
0.5,2303.05039v2,Academic paper,What is the highest hit rate number in the dataset for the personality located furthest to the left in the distribution of personality traits figure?,"[22230, 22210, 22233, 22208, 22229, 22223, 22214, 22205, 22224, 22183]","[22210, 22229]",2,1.0
0.5,2303.05039v2,Academic paper,What is the evaluation metric that has highest number for the method located at the bottom of the model structure figure across the three datasets? Please write down the answer with string format.,"[3035, 22059, 23580, 22280, 22062, 22277, 22341, 22229, 2716, 22451]","[22210, 22229]",8,0.5
0.5,2305.13186v3,Academic paper,"How many green and grey rectangles in the first figure of the paper? Please list the numbers in the list format by descending order. e.g., [""2"",""1""]","[23990, 23910, 25051, 24000, 378, 25065, 23943, 25045, 25059, 23912]",[22561],Not Found,0.0
0.5,2305.13186v3,Academic paper,How many reasoning steps are involved in the figure 1 in the paper? ,"[22590, 12908, 13056, 22585, 22587, 12909, 12907, 12913, 26314, 22583]",[22561],Not Found,0.0
0.5,2305.13186v3,Academic paper,How many more claims does the Wiki Table datasets have comparing to scientific articles datasets? Please writeh the answer in int format. ,"[23246, 22579, 23401, 22532, 2661, 2655, 13310, 2701, 2794, 22626]","[22579, 22571]",2,0.5
0.5,2305.13186v3,Academic paper,How many USD dollars will the author spend if the annotators finish annotating all of claims of the authors' proposed dataset? Please write the answer in float format.,"[22581, 22671, 26167, 3820, 3834, 22608, 2797, 3306, 22097, 3293]","[22579, 22571, 22580]",Not Found,0.0
0.5,2305.13186v3,Academic paper,How many claims are with the highest percentage of reasoning steps  in the author's proposed dataset?,"[22587, 22590, 12955, 22561, 13577, 22622, 26311, 12939, 22624, 26310]","[22571, 22578, 22579, 22585, 22586, 22587, 22588, 22589]",1,0.12
0.5,2309.17421v2,Academic paper,"In Figure 122, what's the colour of OSCARb in the prompt?","[25903, 25899, 23977, 25900, 20191, 23458, 23459, 9405, 20314, 20313]",[25899],2,1.0
0.5,2309.17421v2,Academic paper,"In Figure 113, what's the name of the music app shown in the computer screen?","[4672, 4118, 5148, 25681, 4778, 25767, 25680, 4399, 4460, 25714]",[25777],Not Found,0.0
0.5,2309.17421v2,Academic paper,"In Figure 111, what's the price of the keyboard shown in the screenshot?","[6964, 25758, 25678, 25689, 25700, 25733, 25722, 25744, 25711, 25755]","[25747, 25758]",2,0.5
0.5,2309.17421v2,Academic paper,"In Figure 107, what's the battery percentage shown in the screenshot?","[25670, 25767, 25736, 25703, 4693, 13314, 16062, 24911, 23381, 9656]","[25714, 25703]",4,0.5
0.5,2309.17421v2,Academic paper,"In Figure 101, which country is the person on the cover of the news on the politico website from?","[25619, 25650, 25627, 25639, 8187, 24884, 24883, 8296, 8868, 7181]","[25650, 25639]",2,1.0
0.5,2309.17421v2,Academic paper,"In Figure 89, what is the brand name of the coffee machine in the picture?","[25483, 25466, 25475, 25482, 25472, 25474, 25477, 25480, 25484, 25481]","[25481, 25473]",10,0.5
0.5,2005.12872v3,Academic paper,"According to the DETR PyTorch inference code, what is the output dimension of the linear_class layer?","[1175, 1153, 1178, 23062, 3806, 1139, 3693, 22091, 1110, 3503]","[1176, 1177, 1175]",1,0.33
0.5,2005.12872v3,Academic paper,"When number of visible instances = 60, which category has the largest proportion of missed instances?","[1170, 1168, 3476, 2548, 1104, 23003, 3953, 1169, 1113, 2064]",[1170],1,1.0
0.5,2005.12872v3,Academic paper,What's the AP50 value of DETR with L1 loss and without GIoU loss on the COCO validation set?,"[1160, 1093, 22441, 1071, 3648, 1117, 1161, 1110, 1059, 1098]",[1097],Not Found,0.0
0.5,2005.12872v3,Academic paper,"According to Fig 10 architecture of DETR’s transformer, what is the colour of the Multi-Head Self-Attention layer?","[1153, 1152, 1064, 1130, 1107, 1127, 1140, 1154, 1139, 1132]",[1153],1,1.0
0.5,2005.12872v3,Academic paper,How many multi-head self-attention layers does DETR's default structure have?,"[1153, 1152, 1064, 1066, 1086, 1107, 1110, 1085, 1065, 1080]","[1153, 1082]",1,0.5
0.5,12-15-15-ISIS-and-terrorism-release-final,Research report / Introduction,"In 2015, how many percentage of surveyed adults, Republicans, and Democrats believed that the goverment was doing very/fairly well in reducing the threat of terrorism? Please write the answer in list format, e.g., [""3"",""2""]","[877, 868, 879, 876, 873, 869, 875, 783, 872, 959]","[867, 868, 869, 870, 871, 872, 873, 787]",2,0.5
0.5,12-15-15-ISIS-and-terrorism-release-final,Research report / Introduction,"In 2015, among all those that are considered as bigger threats to well-being of the United States compared to August 2014, which one has the biggest R-D difference? ","[912, 906, 902, 900, 905, 911, 901, 909, 914, 903]","[912, 906]",1,1.0
0.5,12-15-15-ISIS-and-terrorism-release-final,Research report / Introduction,How many bar charts are in the report?Please write the answer in float format.,"[19213, 20355, 20176, 4964, 25278, 9660, 14678, 11844, 9741, 13973]",[802],Not Found,0.0
0.5,12-15-15-ISIS-and-terrorism-release-final,Research report / Introduction,"although few says that current military effort in Iraq and Syria is going well,  what are the more people's attitude in still believe that the U.S. and its allies in the ISIS flight in the end in 2015?","[917, 934, 958, 930, 916, 948, 929, 927, 920, 947]",[935],Not Found,0.0
0.5,2023.findings-emnlp.248,Academic paper,"For the dataset that uses Prover9 as the symbolic solver, how many examples in this dataset are used for evaluation?","[2791, 23823, 22624, 13201, 23445, 13312, 13206, 23822, 2811, 2654]","[13184, 13188, 13189, 13199, 13200, 13201, 13202, 13203, 13204, 13205]",4,0.1
0.5,2023.findings-emnlp.248,Academic paper,"For all the examples given in Figure 5 and Figure 6, how many of them Logic-LM predicted the correct answer?","[24406, 13394, 13232, 13231, 25438, 23956, 24483, 12950, 2896, 3727]","[13386, 13387, 13228, 13389, 13388, 13390, 13391, 13392, 13393, 13394]",2,0.1
0.5,2023.findings-emnlp.248,Academic paper,"When using GPT-4 as the base language model, how many datasets does Logic-LM (without self-refinement) outperform the two baseline models in? ","[13152, 13239, 25980, 13223, 23862, 22459, 22336, 25989, 23826, 25999]",[13208],Not Found,0.0
0.5,2023.findings-emnlp.248,Academic paper,"In this paper, what symbolic solver is used to implement the logic programming module shown in Figure 1?","[13235, 13175, 13157, 13184, 13188, 13152, 13229, 13238, 13169, 13210]","[13184, 13155]",4,0.5
0.5,2023.findings-emnlp.248,Academic paper,Which dataset used in this paper was proposed in 2022 and all of its logical reasoning problems are multiple-choice questions with 5 options?,"[13174, 13207, 13205, 13186, 13206, 22303, 13203, 13178, 3721, 13204]","[13203, 13204, 13205, 13304, 13310]",3,0.6
0.5,2023.acl-long.386,Academic paper,"What are the program execution function names with blue background in our proposed model in the first figure in the paper?  Please write down the answer in a list format with ascending alphabetical order, e.g., [""a"",""b""]","[13106, 13104, 13080, 13088, 13084, 13082, 12915, 13097, 13126, 13076]",[12887],Not Found,0.0
0.5,2023.acl-long.386,Academic paper,How many prompts examples are shown in the paper's main body?,"[13312, 23961, 22275, 26174, 13311, 23772, 26172, 25443, 22265, 23251]","[12921, 12917, 12919]",Not Found,0.0
0.5,2023.acl-long.386,Academic paper,How many complete in-context examples are shown in the figure at the top of page 6985? Please write down the answer with integer format.,"[24976, 23470, 434, 20916, 25386, 6307, 25581, 24504, 698, 10055]",[12925],Not Found,0.0
0.5,2023.acl-long.386,Academic paper,Which type of semantic errors has the lowest total percentages in HOVER dataset?,"[13072, 12955, 12953, 12950, 22622, 3362, 12952, 23749, 22624, 23750]","[12948, 12958]",Not Found,0.0
0.5,2023.acl-long.386,Academic paper,What is the performance of the InstructGPT model with Self-Ask in the closed-book setting on the dataset with the highest ProgramFC retrieval recall at 10? Please write down the answer in float format with 1 decimal.,"[12944, 12948, 12938, 12943, 12958, 12940, 12939, 12936, 12964, 26310]","[12944, 12948, 12933, 12958]",1,0.75
0.5,2023.acl-long.386,Academic paper,"Please list the F1 scores for ProgramFC on different datasets with gold evidence in relation to Flan-T5-small, in descending order, with one decimal place. For example: [""3.0"", ""2.0""].","[12943, 26311, 3360, 3467, 3059, 22277, 22278, 3074, 22280, 22279]","[12932, 12943]",1,0.5
0.5,11-21-16-Updated-Post-Election-Release,Research report / Introduction,What is the highest point of % of voters who say there was more mudslinging than in past elections?,"[460, 695, 694, 458, 697, 700, 702, 696, 701, 699]","[460, 452]",1,0.5
0.5,11-21-16-Updated-Post-Election-Release,Research report / Introduction,Do more men or women (in %) think a female president will be elected in a lifetime?,"[483, 479, 87, 478, 484, 482, 91, 126, 6356, 11090]",[483],1,1.0
0.5,11-21-16-Updated-Post-Election-Release,Research report / Introduction,How many line plots are there in the report?,"[23717, 22279, 49, 22309, 3656, 3655, 22277, 24019, 23575, 12943]","[705, 706, 452, 422, 460, 687, 688, 694, 698]",Not Found,0.0
0.5,11-21-16-Updated-Post-Election-Release,Research report / Introduction,Who has a higher median campaign grade? Trump or Clinton?,"[648, 665, 654, 667, 635, 650, 456, 634, 653, 659]","[650, 635, 638]",5,0.67
0.5,11-21-16-Updated-Post-Election-Release,Research report / Introduction,How many charts are related to mudslinging?,"[460, 694, 695, 698, 702, 699, 697, 693, 700, 701]","[698, 460, 452, 694]",1,0.75
0.5,11-21-16-Updated-Post-Election-Release,Research report / Introduction,"How many % of voters reactions are ""uneasy"" and ""excited"" about Trump's victory?","[466, 467, 468, 469, 497, 507, 501, 463, 465, 499]","[472, 467]",2,0.5
0.5,11-21-16-Updated-Post-Election-Release,Research report / Introduction,"How many % of voters reactions are ""angry"" about Trump's victory?","[486, 487, 426, 488, 467, 466, 472, 630, 468, 469]",[467],5,1.0
0.5,2306.05425v1,Academic paper,What task is on the top of the planning branch of the tree?,"[19822, 2971, 10585, 2973, 23156, 23309, 23315, 19821, 6981, 1107]",[23121],Not Found,0.0
0.5,2306.05425v1,Academic paper,How many bar plots (including subplots) are in this paper?,"[23715, 22111, 935, 746, 23736, 22124, 14385, 22028, 22122, 670]","[23171, 23156, 23182]",Not Found,0.0
0.5,2306.05425v1,Academic paper,"According to the figure, what is the first step of cold start?","[25468, 24873, 23963, 25059, 24004, 24962, 26007, 24938, 22224, 25061]",[23140],Not Found,0.0
0.5,2306.05425v1,Academic paper,What sport is shown in the visual examples of MIMIC-IT and Otter?,"[23163, 24955, 20095, 25454, 25451, 25912, 25909, 24337, 23121, 19680]","[23140, 23134]",Not Found,0.0
0.5,2306.05425v1,Academic paper,How many languages are shown in the in-context examples for multi-lingual translation query?,"[23249, 23252, 23124, 3342, 24631, 24744, 3431, 3408, 24630, 24633]",[23252],2,1.0
0.5,2306.05425v1,Academic paper,How many line plots are shown in the paper?,"[23717, 22279, 49, 3655, 22947, 24102, 23081, 22028, 3656, 2584]","[23171, 23182]",Not Found,0.0
0.5,2210.02442v1,Academic paper,How many figures convey similar messages as the first figure?,"[25051, 25061, 23996, 23998, 25062, 25057, 23458, 19816, 19815, 24007]","[22108, 22122, 22028, 22119]",Not Found,0.0
0.5,2210.02442v1,Academic paper,How many strategies outperform the random selection baseline on CIFAR-10-LT?,"[22022, 22058, 22061, 22028, 22075, 22029, 22032, 22064, 22027, 22072]","[22056, 22062]",Not Found,0.0
0.5,2210.02442v1,Academic paper,What querying criteria yields the worst label diversity generally on all the datasets?,"[22107, 22117, 22121, 22118, 22125, 22110, 22112, 22113, 22042, 22036]","[22040, 22111]",Not Found,0.0
0.5,2210.02442v1,Academic paper,How many line plots are in this paper?,"[23717, 22279, 22309, 49, 3656, 3655, 22277, 23575, 24019, 22278]","[22128, 22129, 22062, 22070]",Not Found,0.0
0.5,2210.02442v1,Academic paper,What are the optimizers used in this research?,"[1078, 3648, 23021, 2805, 22104, 22092, 23095, 3960, 4022, 23666]",[22104],5,1.0
0.5,2210.02442v1,Academic paper,"On the dataset map of PathMNIST, does the map by ground truth or pseudo-labels have a larger confidence variance?","[22126, 22127, 22067, 22044, 22048, 22062, 22113, 22114, 22030, 22038]","[22124, 22126]",1,0.5
0.5,2307.09288v2,Academic paper,list the top-3 models in Figure 3,"[3559, 23561, 22458, 23473, 23560, 22618, 23962, 23438, 23469, 23559]","[23345, 23339]",Not Found,0.0
0.5,2307.09288v2,Academic paper,which model performs best in 0-shot setting on QUAC dataset according to Table 23?,"[23678, 3058, 23684, 23681, 23372, 23685, 22563, 3373, 13034, 12932]","[23681, 23684]",3,1.0
0.5,2307.09288v2,Academic paper,How many slots are missed in Table 21?,"[1168, 1170, 4003, 4001, 1076, 3962, 3996, 4004, 1103, 4000]",[23682],Not Found,0.0
0.5,2307.09288v2,Academic paper,How many datasets are reported in Pages 49-50?,"[23246, 2654, 3896, 2661, 23821, 22059, 22188, 22579, 22344, 13310]","[23680, 23681, 23682, 23683, 23684, 23685, 23660, 23669, 23670]",Not Found,0.0
0.5,2307.09288v2,Academic paper,How many more emojis does the right subfig have than the left subfig in Figure 9?,"[22486, 22122, 24980, 23909, 24008, 23963, 25054, 25062, 2584, 25057]",[23448],Not Found,0.0
0.5,2305.14160v4,Academic paper,Does the mean significance of information flow from the text part to label words always greater than the mean significance of information flow from label words to the target position? Answer 'yes' or 'no' directly.,"[22916, 22914, 22915, 22917, 22912, 22978, 22995, 22946, 22907, 23057]","[22914, 22915, 22916, 22917, 22918, 22927, 22928, 22911]",1,0.5
0.5,2305.14160v4,Academic paper,Does the  information flow from label words to the target position dominate in all layers? Answer 'yes' or 'no' directly.,"[22923, 22938, 22900, 22946, 22936, 22903, 23057, 22924, 23065, 23068]","[22933, 22926]",Not Found,0.0
0.5,2305.14160v4,Academic paper,Does randomly isolating non-label words within the last 5 layers have almost no impact? Answer 'yes' or 'no' directly.,"[22933, 23090, 23065, 22936, 23074, 22984, 23081, 22932, 23080, 23066]",[22933],1,1.0
0.5,2305.14160v4,Academic paper,How much does the Anchor Re-weighting method improve the performance of vanilla ICL on average?,"[22968, 22904, 23084, 23085, 22953, 22954, 22972, 22951, 23089, 23088]",[22979],Not Found,0.0
0.5,2305.14160v4,Academic paper,"Using anchor-only context compression, how much can GPT2-XL speed up on AGNews?","[22893, 23012, 22990, 23095, 22922, 22986, 22904, 22976, 22951, 22903]",[22991],Not Found,0.0
0.5,2305.14160v4,Academic paper,What is the most confusing category of Abbreviation?,"[23003, 23112, 23002, 20189, 20188, 20190, 20191, 20185, 23048, 23006]","[23002, 23003]",1,1.0
0.5,2021-Apple-Catalog,Brochure,How many different iPad solutions are shown in the document?,"[6855, 6881, 6884, 6852, 6853, 6850, 6851, 6955, 6878, 6882]",[6881],2,1.0
0.5,2021-Apple-Catalog,Brochure,"Regarding macbook high security solution, which numbers of features are not presented in the illustration?","[6976, 6970, 7175, 7079, 6993, 7078, 6915, 6914, 6960, 6997]",[6980],Not Found,0.0
0.5,2021-Apple-Catalog,Brochure,"One40 can only be used for Apple Watch, is that true? Please directly answer 'yes' or 'no'.","[7006, 7005, 7012, 7186, 7014, 7013, 7177, 7027, 7051, 7054]","[6915, 7020, 7027]",8,0.33
0.5,2020.acl-main.408,Academic paper,Are LIME and Alvarez-Melis and Jaakkola (2017) methods dependent on model properties?,"[2650, 2737, 22648, 3435, 12883, 3826, 3596, 25982, 3616, 23619]",[2650],1,1.0
0.5,2020.acl-main.408,Academic paper,On which platform were the annotations for the BoolQ dataset collected?,"[2786, 2791, 2789, 2654, 2712, 2716, 2675, 3168, 2803, 13310]",[2799],Not Found,0.0
0.5,2020.acl-main.408,Academic paper,Which model combination for the Evidence Inference dataset has the highest AUPRC value?,"[2716, 2726, 2724, 2679, 23088, 23087, 2727, 23090, 22072, 22108]",[2716],1,1.0
0.5,2020.acl-main.408,Academic paper,"For the BoolQ dataset, calculate the difference between the highest and lowest AUPRC values. Which model combinations correspond to these values?","[2716, 23087, 23090, 2726, 22128, 2724, 22122, 22130, 2679, 22947]",[2716],1,1.0
0.5,2020.acl-main.408,Academic paper,Which dataset has the highest Cohen kappa score reported in Table 2?,"[2674, 2671, 22205, 22581, 22240, 23103, 22997, 22219, 3849, 26148]",[2674],1,1.0
0.5,2020.acl-main.45,Academic paper,How does the paper propose to calculate the coefficient α for the Weighted Cross Entropy Loss?,"[3006, 3870, 3004, 22240, 22199, 3869, 3868, 2985, 2618, 3884]",[3006],1,1.0
0.5,2020.acl-main.45,Academic paper,Is the OntoNotes4.0 dataset used for the Named Entity Recognition task Chinese or English?,"[3165, 2984, 22277, 22429, 22459, 3166, 3050, 3052, 22265, 22264]","[3081, 3068]",Not Found,0.0
0.5,2020.acl-main.45,Academic paper,Which model variant has the highest improvement in F1 score for the QuoRef dataset when compared to the base XLNet model?,"[3058, 3059, 3061, 3084, 3081, 3168, 3176, 3341, 3098, 2981]",[3058],1,1.0
0.5,2020.acl-main.45,Academic paper,What data augmentation method resulted in the highest F1-score for the BERT model according to Table 8?,"[22094, 22097, 22095, 22093, 22099, 3072, 3070, 22091, 22098, 3068]",[3069],Not Found,0.0
0.5,2020.acl-main.45,Academic paper,"What is the highest F1 score achieved on the Chinese OntoNotes4.0 dataset, according to Table 10?","[3084, 3081, 3048, 3174, 22277, 3047, 3165, 22453, 22459, 22430]",[3085],Not Found,0.0
0.5,2020.acl-main.45,Academic paper,Which model achieved the highest F1 score in the English WSJ dataset?,"[3036, 3035, 2828, 2909, 12958, 2907, 23580, 2900, 3046, 22886]",[3036],1,1.0
0.5,2020.acl-main.45,Academic paper,What performance boost did BERT+DSC achieve for the MRPC?,"[3059, 3058, 3077, 3995, 3979, 3991, 3035, 3036, 3994, 3975]","[3048, 3059]",1,0.5
0.5,2020.acl-main.45,Academic paper,How does the performance of BERT+DL on SST-5 compare to that of BERT+DSC?,"[3995, 3979, 3077, 3991, 3994, 3069, 3058, 3992, 3035, 2839]",[3077],3,1.0
