lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,NYSE_NVS_2021,Financial report,Does the report include the signature of company leadership?,"[4336, 16540, 16544, 88, 18854, 19247, 806, 808, 18464, 12626]","[7792, 7791]",Not Found,0.0
0.5,NYSE_PEP_2020,Financial report,Did PepsiCo's net revenue increase from 2018 to 2020?,"[8313, 7800, 8294, 7811, 8272, 8448, 8484, 8303, 1184, 8308]",[8448],6,1.0
0.5,NYSE_PEP_2020,Financial report,What is PepsiCo's average operating profit for the three fiscal years from 2018 to 2020?,"[14864, 8451, 17704, 13904, 8484, 14402, 4090, 5962, 17702, 17706]",[8448],Not Found,0.0
0.5,NYSE_PEP_2020,Financial report,What was the company's net revenue for China in 2019?,"[8272, 8484, 8488, 11179, 1878, 10301, 13010, 11180, 1205, 10014]",[8495],Not Found,0.0
0.5,NYSE_PEP_2020,Financial report,How much was the change in retained earnings of the company from 2019 to 2020?,"[6817, 6975, 4477, 6950, 6800, 6911, 2100, 19493, 17335, 3653]","[8457, 8458]",Not Found,0.0
0.5,NYSE_PEP_2020,Financial report,On which page does the CEO's letter to the shareholders begin?,"[4528, 4539, 4525, 4541, 4527, 4536, 4537, 4533, 4529, 4540]",[7861],Not Found,0.0
0.5,NYSE_XOM_2020,Financial report,Is the expected long-term rate of return on funded assets for non-U.S. Pension Benefits higher in 2020 compared to the previous year?,"[21398, 21161, 21403, 9666, 9665, 21395, 21429, 21407, 21428, 9656]",[21407],8,1.0
0.5,NYSE_XOM_2020,Financial report,Did the average production costs for bitumen per barrel change from 2019 to 2020?,"[20686, 20682, 20680, 20662, 20712, 21517, 21508, 20713, 21516, 20676]",[20679],Not Found,0.0
0.5,NYSE_XOM_2020,Financial report,What is the stock symbol for Exxon Mobil Corporation?,"[21556, 21589, 20881, 21066, 21555, 21070, 21183, 20604, 20879, 20603]",[21572],Not Found,0.0
0.5,NYSE_XOM_2020,Financial report,By how much did the total liquids production for the company change from 2018 to 2020?,"[21010, 21007, 20676, 20935, 20937, 20936, 21515, 21518, 21511, 19163]",[20676],3,1.0
0.5,NYSE_XOM_2020,Financial report,What was the net amount of wells drilled by the company in the United States by consolidated subsidiaries in the year-end 2020?,"[20714, 20773, 20702, 20698, 21520, 20694, 21519, 20775, 20779, 19511]",[20714],1,1.0
0.5,NYSE_MS_2020,Financial report,What incomes are recorded within Trading revenues or Investments revenues based on business activity?,"[1930, 2540, 1929, 2075, 1391, 1899, 1245, 1243, 1354, 1351]",[1930],1,1.0
0.5,NYSE_MS_2020,Financial report,How does the Firm establish a hierarchy for inputs used in measuring fair value?,"[1938, 1947, 1963, 1939, 1410, 10917, 1945, 10802, 1937, 2197]",[1930],Not Found,0.0
0.5,NYSE_MS_2020,Financial report,What was the percentage change in net income applicable to Morgan Stanley from 2019 to 2020?,"[1185, 1200, 1878, 1188, 1877, 1175, 21277, 1176, 7064, 7571]",[1287],Not Found,0.0
0.5,NYSE_MS_2020,Financial report,Which committees in the company report directly to the Firm Risk Committee?,"[1656, 1446, 1649, 1645, 1672, 19131, 18930, 18969, 18936, 18937]",[1645],4,1.0
0.5,NYSE_MS_2020,Financial report,What was the largest source of net revenue for Morgan Stanley in 2020?,"[7800, 1205, 8313, 8294, 1351, 8288, 8308, 8291, 1184, 8303]",[2638],Not Found,0.0
0.5,NYSE_MS_2020,Financial report,What is the role of the Chief Legal Officer in the risk governance structure of the company?,"[1645, 18930, 1664, 1644, 1656, 1643, 18929, 18936, 18928, 18922]",[1656],5,1.0
0.5,NYSE_NVO_2020,Financial report,What was the total score for company trust among diabetes specialists according to the report?,"[4255, 4253, 4252, 3098, 3140, 3099, 3097, 3639, 10075, 21575]",[4252],3,1.0
0.5,NYSE_NVO_2020,Financial report,What are the four distinct focus areas of Novo Nordisk's corporate strategy?,"[2902, 2903, 3103, 2839, 2868, 3722, 2920, 3383, 4116, 3394]",[2902],1,1.0
0.5,NYSE_NVO_2020,Financial report,What is the percentage increase in total employee costs of the company for the year from 2018 to 2020?,"[3732, 4486, 3615, 3734, 4484, 3723, 8542, 3729, 4027, 3722]",[3731],Not Found,0.0
0.5,NYSE_NVO_2020,Financial report,What was the total research and development costs for Novo Nordisk in 2020?,"[3722, 3065, 3394, 3700, 3098, 3398, 3346, 4359, 3727, 4116]",[3723],Not Found,0.0
0.5,NYSE_NVO_2020,Financial report,What was Novo Nordisk's total amount spent on wages and salaries in 2020?,"[4265, 3722, 4011, 3374, 3095, 3106, 3065, 3383, 2839, 2896]",[3731],Not Found,0.0
0.5,NYSE_NVO_2020,Financial report,What was the total number of full-time employees in 2020 for the company?,"[3733, 14120, 4486, 4204, 6542, 6541, 3066, 17508, 4925, 14122]",[3732],Not Found,0.0
0.5,NYSE_NVO_2020,Financial report,What percentage of the company's board members are women?,"[3431, 3430, 6020, 3412, 5843, 5597, 5853, 3432, 17279, 7730]",[3069],Not Found,0.0
0.5,NYSE_WFC_2021,Financial report,What were the total restructuring charges for the year 2020?,"[9589, 8593, 9591, 20200, 9369, 8549, 8542, 20199, 20201, 8536]",[20201],9,1.0
0.5,NYSE_WFC_2021,Financial report,Did both deposit-related fees and lending-related fees increase in 2021 compared to 2020?,"[18736, 18741, 18811, 18823, 20134, 18828, 19480, 19481, 18740, 18738]","[18738, 18741]",2,1.0
0.5,NYSE_WFC_2021,Financial report,What was the total interest income for Wells Fargo & Company in 2021?,"[20228, 19176, 19480, 20223, 20258, 18936, 18724, 19481, 19470, 19484]",[19480],3,1.0
0.5,NYSE_WFC_2021,Financial report,What is the primary focus of the content on page 173?,"[13799, 9947, 1680, 13589, 9135, 17530, 21778, 21781, 17032, 12987]","[19950, 19951, 19952, 19953, 19954, 19955, 19956, 19957]",Not Found,0.0
0.5,NYSE_SHLX_2020,Financial report,"What method does SHELL MIDSTREAM PARTNERS, L.P. use to depreciate property, plant, and equipment?","[11280, 11924, 11921, 12482, 11923, 11919, 11873, 11918, 12495, 11920]",[11962],Not Found,0.0
0.5,NYSE_SHLX_2020,Financial report,"What is Shawn J. Carsten's position at Shell Midstream Partners, L.P.?","[12641, 12636, 12647, 12644, 12638, 12327, 12642, 12648, 12323, 12500]","[12641, 12647]",1,1.0
0.5,NYSE_SHLX_2020,Financial report,What is the percentage change in the company's net income from 2018 to 2020?,"[21277, 5305, 21001, 7569, 7570, 207, 11994, 1185, 12265, 196]",[11761],Not Found,0.0
0.5,NYSE_SHLX_2020,Financial report,What was the total amount of capital expenditures paid in 2019?,"[11811, 11812, 10885, 13975, 10644, 17708, 11813, 9387, 20612, 279]",[11812],2,1.0
0.5,OTC_LVMUY_2021,Financial report,What year was the 24S digital platform launched?,"[22399, 22425, 22403, 3235, 18580, 13464, 5684, 22185, 13568, 9039]",[22399],1,1.0
0.5,OTC_LVMUY_2021,Financial report,What program was Nona Source created under?,"[21992, 22185, 22184, 21780, 22526, 18893, 4418, 4378, 3834, 4359]",[22185],2,1.0
0.5,OTC_LVMUY_2021,Financial report,What are the three primary fields of action identified by Parfums Christian Dior to achieve emissions reduction commitments?,"[22270, 22254, 21992, 22261, 22248, 21998, 22267, 22070, 22262, 21767]",[22270],1,1.0
0.5,OTC_LVMUY_2021,Financial report,Which business group had the highest percentage increase in water consumption from 2020 to 2021?,"[21982, 21983, 21867, 22328, 7052, 7055, 22338, 22322, 22174, 22089]",[22518],Not Found,0.0
0.5,OTC_LVMUY_2021,Financial report,What region contributed the most to the company's revenue in 2021?,"[22331, 20872, 5191, 17691, 3124, 17695, 22507, 21500, 7801, 10056]",[21894],Not Found,0.0
0.5,OTC_LVMUY_2021,Financial report,What is the company's largest age group among the employees by the end of 2021?,"[21979, 3816, 6031, 6347, 12323, 6345, 17279, 16984, 21977, 9070]",[21979],1,1.0
0.5,NYSE_MCD_2020,Financial report,How did the occupancy and other operating expenses for company-operated restaurants change over the three years?,"[516, 192, 461, 418, 277, 100, 586, 255, 331, 229]",[257],Not Found,0.0
0.5,NYSE_MCD_2020,Financial report,What was the total amount of McDonald's Corporation's unrecognized tax benefits at the end of 2020?,"[21169, 8800, 21454, 8799, 10863, 620, 20216, 2626, 20214, 669]",[669],10,1.0
0.5,NYSE_MCD_2020,Financial report,How much did the International Operated Markets contribute to the total franchised revenues in 2019?,"[255, 256, 216, 570, 277, 278, 223, 215, 222, 231]","[201, 215]",8,0.5
0.5,NYSE_MCD_2020,Financial report,How many company-operated restaurants were there in the U.S. at the end of 2018?,"[277, 276, 141, 280, 570, 275, 278, 211, 187, 250]",[277],1,1.0
0.5,NYSE_MCD_2020,Financial report,What was the total revenue for the company in 2019?,"[12827, 247, 12221, 12667, 13904, 19481, 22252, 11866, 215, 18625]",[331],Not Found,0.0
0.5,NYSE_PM_2020,Financial report,On which page does the report provide Mine Safety Disclosures?,"[2771, 2772, 10278, 14352, 10277, 6773, 6774, 8179, 8180, 9208]",[10277],5,1.0
0.5,NYSE_PM_2020,Financial report,Did PMI have higher net revenues in the European Union in 2020 compared to 2018?,"[10876, 10878, 10877, 10363, 10360, 10407, 10406, 8495, 10547, 10370]",[10360],5,1.0
0.5,NYSE_PM_2020,Financial report,How much of the change in PMI's Net Revenues was attributable to currency effects?,"[10407, 10781, 11180, 10584, 10360, 2114, 10308, 10409, 10617, 10601]",[10407],1,1.0
0.5,NYSE_PM_2020,Financial report,What was PMI's net revenue from combustible products in the European Union for 2020?,"[10878, 10363, 10876, 10872, 10406, 10167, 10360, 10370, 10877, 10759]",[10878],1,1.0
0.5,NYSE_PM_2020,Financial report,What was the shipment volume of Marlboro cigarettes in 2020 according to PMI's report?,"[10393, 10547, 10149, 10138, 10395, 10404, 10262, 10182, 11185, 10156]",[10393],1,1.0
0.5,NYSE_PM_2020,Financial report,Which brand in PMI experienced the highest percentage increase in shipment volume from 2019 to 2020?,"[10596, 10390, 10381, 10627, 10393, 10872, 10580, 10568, 10406, 10370]",[10393],5,1.0
0.5,NYSE_PM_2020,Financial report,What was PMI's net revenue for the European Union in 2020?,"[10878, 10872, 10876, 10363, 10360, 10407, 10877, 8484, 10406, 7800]","[10541, 10526]",Not Found,0.0
0.5,NYSE_PM_2020,Financial report,What was the total provision for PMI's income taxes in 2020?,"[10746, 10858, 10704, 11078, 10702, 10800, 10859, 10873, 10701, 11084]",[10701],9,1.0
0.5,NYSE_PM_2020,Financial report,What product category generated the highest net revenue for the company in 2020?,"[9251, 10362, 8964, 10363, 10360, 9249, 8980, 9580, 9116, 9250]",[10311],Not Found,0.0
0.5,NYSE_PM_2020,Financial report,How did PMI's cumulative total shareholder return compare to the S&P 500 Index at the end of the 2020?,"[10284, 2782, 10283, 8916, 8918, 8917, 9229, 335, 2560, 8607]",[10284],1,1.0
0.5,NYSE_TME_2021,Financial report,Does the Lazy Audio subscription offer unlimited access to certain audio content?,"[13577, 13574, 14663, 13487, 13401, 13058, 13484, 13866, 13848, 13575]","[13577, 13567]",1,0.5
0.5,NYSE_TME_2021,Financial report,What percentage of revenue did social entertainment services contribute to the overall revenue in 2021?,"[14393, 14672, 13583, 14679, 14675, 14673, 13867, 14680, 14681, 14674]","[13572, 13583]",3,0.5
0.5,NYSE_TME_2021,Financial report,What strategies is the company employing to maintain its competitiveness in the social entertainment market amid increasing regulatory oversight?,"[13075, 13867, 13072, 13841, 13839, 22244, 13848, 13092, 13507, 13799]",[13867],2,1.0
0.5,NYSE_TME_2021,Financial report,What was the total placement of short-term investments by Tencent Music Entertainment Group in 2021?,"[14357, 14380, 13442, 13424, 13444, 13793, 13440, 16552, 16547, 13948]","[14408, 14407]",Not Found,0.0
0.5,NYSE_TME_2021,Financial report,What was the total revenue of the company in RMB for the year ended 2021?,"[18793, 13904, 14393, 15023, 18207, 5193, 21894, 12951, 12102, 12101]","[13389, 13381]",Not Found,0.0
0.5,NYSE_TME_2021,Financial report,How much did the company's finance cost change from 2019 to 2021 in terms of percentage of total revenues?,"[13932, 13931, 14623, 14714, 13904, 14529, 14872, 14821, 14820, 20948]",[13904],5,1.0
0.5,NYSE_TME_2021,Financial report,What was the profit of the company for the year 2021 in US dollars (USD)?,"[6814, 7214, 8737, 14165, 7171, 4550, 7336, 5464, 3899, 7289]",[13904],Not Found,0.0
0.5,NYSE_TME_2021,Financial report,What was the percentage of total revenue contributed by online music services in the year 2021?,"[14665, 14663, 14666, 14664, 14667, 14661, 14662, 14671, 13910, 14669]",[13904],Not Found,0.0
0.5,NYSE_TME_2021,Financial report,What was the total revenue reported by Tencent Music Entertainment Group in 2020?,"[14357, 13424, 13442, 14380, 13793, 16552, 16547, 13444, 14378, 13440]",[13904],Not Found,0.0
0.5,NYSE_TM_2021,Financial report,What was the year-on-year percentage change in Toyota's operating income for fiscal 2021?,"[17698, 5326, 14293, 18014, 5324, 1321, 19794, 9305, 8206, 18045]",[17698],1,1.0
0.5,NYSE_TM_2021,Financial report,What is the energy efficiency target for Toyota's compact SUV in the bZ series?,"[16833, 16829, 16831, 16822, 16827, 16824, 16838, 16837, 16721, 16988]",[16833],1,1.0
0.5,NYSE_TM_2021,Financial report,What is the percentage of women hired globally by Toyota Motor Corporation?,"[17508, 17476, 17478, 17703, 17712, 17698, 17702, 17534, 17480, 17704]",[17508],1,1.0
0.5,NYSE_TM_2021,Financial report,"How many members listed have a board service length of 3 years, and what are their names?","[17279, 22524, 987, 9624, 20609, 7739, 4001, 5774, 9743, 9656]",[17279],1,1.0
0.5,NYSE_TM_2021,Financial report,What is the percentage of shares held by the largest shareholder listed in the report?,"[6549, 5945, 17721, 5943, 6553, 5944, 5932, 3377, 6552, 7722]","[17721, 17707]",3,0.5
0.5,NYSE_TM_2021,Financial report,What is the total number of common shares held by the top three shareholders combined for Toyota Motor Corporation?,"[5633, 8976, 17721, 9267, 5943, 5195, 8977, 9276, 10404, 5944]","[17721, 17707]",3,0.5
0.5,NYSE_TM_2021,Financial report,What is the primary goal of the Fleet Management System of Toyota?,"[17167, 17153, 8087, 8728, 22342, 8765, 22424, 18862, 17076, 2704]","[16704, 16705, 16706, 16702, 16703]",Not Found,0.0
0.5,NYSE_TM_2021,Financial report,How does the Fleet Management System of Toyota respond when there is an increase in waiting customers?,"[17167, 17153, 8728, 8087, 22342, 22424, 8765, 18862, 17158, 17157]",[17146],Not Found,0.0
0.5,NYSE_TM_2021,Financial report,What is the difference in the rate of the engine being off during driving between HEVs and PHEVs?,"[17187, 17174, 17181, 17180, 17179, 17178, 17171, 17175, 17173, 17172]",[17187],1,1.0
0.5,NYSE_TM_2021,Financial report,What is the largest category of shareholders shown in the company's ownership breakdown?,"[22493, 14130, 18472, 3377, 6552, 17721, 6800, 5968, 3379, 5932]",[17722],Not Found,0.0
0.5,NYSE_TM_2021,Financial report,What is the role of the Board of Directors in Toyota's Corporate Governance structure?,"[17268, 17266, 14102, 2843, 5904, 5905, 17259, 17257, 17256, 12341]",[17268],1,1.0
0.5,NYSE_TM_2021,Financial report,What is the target percentage for the reduction in cost of a single battery?,"[17065, 3006, 4006, 17049, 20468, 17064, 17063, 10345, 18524, 5703]",[17065],1,1.0
0.5,NYSE_TM_2021,Financial report,How does the evolution of battery control models contribute to the development of Toyota's next-generation BEVs?,"[17065, 17063, 17064, 17921, 16884, 17370, 7542, 1116, 16843, 16869]",[17063],2,1.0
0.5,NYSE_TM_2021,Financial report,On which page does the document detail the Toyota Production System (TPS)?,"[16674, 16678, 16679, 16675, 16677, 16676, 17580, 16596, 17138, 17167]","[16674, 16651]",1,0.5
