lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,NYSE_XOM_2020,Financial report,What is the stock symbol for Exxon Mobil Corporation?,"[21556, 21589, 20881, 21066, 21555, 21070, 21183, 20604, 20879, 20603]",[21572],Not Found,0.0
0.5,NYSE_MS_2020,Financial report,How does the Firm establish a hierarchy for inputs used in measuring fair value?,"[1938, 1947, 1963, 1939, 1410, 10917, 1945, 10802, 1937, 2197]",[1930],Not Found,0.0
0.5,NYSE_MS_2020,Financial report,What was the percentage change in net income applicable to Morgan Stanley from 2019 to 2020?,"[1185, 1200, 1878, 1188, 1877, 1175, 21277, 1176, 7064, 7571]",[1287],Not Found,0.0
0.5,NYSE_MS_2020,Financial report,What was the largest source of net revenue for Morgan Stanley in 2020?,"[7800, 1205, 8313, 8294, 1351, 8288, 8308, 8291, 1184, 8303]",[2638],Not Found,0.0
0.5,NYSE_NVO_2020,Financial report,What is the percentage increase in total employee costs of the company for the year from 2018 to 2020?,"[3732, 4486, 3615, 3734, 4484, 3723, 8542, 3729, 4027, 3722]",[3731],Not Found,0.0
0.5,NYSE_NVO_2020,Financial report,What was the total research and development costs for Novo Nordisk in 2020?,"[3722, 3065, 3394, 3700, 3098, 3398, 3346, 4359, 3727, 4116]",[3723],Not Found,0.0
0.5,NYSE_NVO_2020,Financial report,What was Novo Nordisk's total amount spent on wages and salaries in 2020?,"[4265, 3722, 4011, 3374, 3095, 3106, 3065, 3383, 2839, 2896]",[3731],Not Found,0.0
0.5,NYSE_NVO_2020,Financial report,What was the total number of full-time employees in 2020 for the company?,"[3733, 14120, 4486, 4204, 6542, 6541, 3066, 17508, 4925, 14122]",[3732],Not Found,0.0
0.5,NYSE_NVO_2020,Financial report,What percentage of the company's board members are women?,"[3431, 3430, 6020, 3412, 5843, 5597, 5853, 3432, 17279, 7730]",[3069],Not Found,0.0
0.5,NYSE_WFC_2021,Financial report,What is the primary focus of the content on page 173?,"[13799, 9947, 1680, 13589, 9135, 17530, 21778, 21781, 17032, 12987]","[19950, 19951, 19952, 19953, 19954, 19955, 19956, 19957]",Not Found,0.0
0.5,NYSE_SHLX_2020,Financial report,"What method does SHELL MIDSTREAM PARTNERS, L.P. use to depreciate property, plant, and equipment?","[11280, 11924, 11921, 12482, 11923, 11919, 11873, 11918, 12495, 11920]",[11962],Not Found,0.0
0.5,NYSE_SHLX_2020,Financial report,What is the percentage change in the company's net income from 2018 to 2020?,"[21277, 5305, 21001, 7569, 7570, 207, 11994, 1185, 12265, 196]",[11761],Not Found,0.0
0.5,OTC_LVMUY_2021,Financial report,Which business group had the highest percentage increase in water consumption from 2020 to 2021?,"[21982, 21983, 21867, 22328, 7052, 7055, 22338, 22322, 22174, 22089]",[22518],Not Found,0.0
0.5,OTC_LVMUY_2021,Financial report,What region contributed the most to the company's revenue in 2021?,"[22331, 20872, 5191, 17691, 3124, 17695, 22507, 21500, 7801, 10056]",[21894],Not Found,0.0
0.5,NYSE_MCD_2020,Financial report,How did the occupancy and other operating expenses for company-operated restaurants change over the three years?,"[516, 192, 461, 418, 277, 100, 586, 255, 331, 229]",[257],Not Found,0.0
0.5,NYSE_MCD_2020,Financial report,How much did the International Operated Markets contribute to the total franchised revenues in 2019?,"[255, 256, 216, 570, 277, 278, 223, 215, 222, 231]","[201, 215]",8,0.5
0.5,NYSE_MCD_2020,Financial report,What was the total revenue for the company in 2019?,"[12827, 247, 12221, 12667, 13904, 19481, 22252, 11866, 215, 18625]",[331],Not Found,0.0
0.5,NYSE_PM_2020,Financial report,What was PMI's net revenue for the European Union in 2020?,"[10878, 10872, 10876, 10363, 10360, 10407, 10877, 8484, 10406, 7800]","[10541, 10526]",Not Found,0.0
0.5,NYSE_PM_2020,Financial report,What product category generated the highest net revenue for the company in 2020?,"[9251, 10362, 8964, 10363, 10360, 9249, 8980, 9580, 9116, 9250]",[10311],Not Found,0.0
0.5,NYSE_TME_2021,Financial report,Does the Lazy Audio subscription offer unlimited access to certain audio content?,"[13577, 13574, 14663, 13487, 13401, 13058, 13484, 13866, 13848, 13575]","[13577, 13567]",1,0.5
0.5,NYSE_TME_2021,Financial report,What percentage of revenue did social entertainment services contribute to the overall revenue in 2021?,"[14393, 14672, 13583, 14679, 14675, 14673, 13867, 14680, 14681, 14674]","[13572, 13583]",3,0.5
0.5,NYSE_TME_2021,Financial report,What was the total placement of short-term investments by Tencent Music Entertainment Group in 2021?,"[14357, 14380, 13442, 13424, 13444, 13793, 13440, 16552, 16547, 13948]","[14408, 14407]",Not Found,0.0
0.5,NYSE_TME_2021,Financial report,What was the total revenue of the company in RMB for the year ended 2021?,"[18793, 13904, 14393, 15023, 18207, 5193, 21894, 12951, 12102, 12101]","[13389, 13381]",Not Found,0.0
0.5,NYSE_TME_2021,Financial report,What was the profit of the company for the year 2021 in US dollars (USD)?,"[6814, 7214, 8737, 14165, 7171, 4550, 7336, 5464, 3899, 7289]",[13904],Not Found,0.0
0.5,NYSE_TME_2021,Financial report,What was the percentage of total revenue contributed by online music services in the year 2021?,"[14665, 14663, 14666, 14664, 14667, 14661, 14662, 14671, 13910, 14669]",[13904],Not Found,0.0
0.5,NYSE_TME_2021,Financial report,What was the total revenue reported by Tencent Music Entertainment Group in 2020?,"[14357, 13424, 13442, 14380, 13793, 16552, 16547, 13444, 14378, 13440]",[13904],Not Found,0.0
0.5,NYSE_TM_2021,Financial report,What is the percentage of shares held by the largest shareholder listed in the report?,"[6549, 5945, 17721, 5943, 6553, 5944, 5932, 3377, 6552, 7722]","[17721, 17707]",3,0.5
0.5,NYSE_TM_2021,Financial report,What is the total number of common shares held by the top three shareholders combined for Toyota Motor Corporation?,"[5633, 8976, 17721, 9267, 5943, 5195, 8977, 9276, 10404, 5944]","[17721, 17707]",3,0.5
0.5,NYSE_TM_2021,Financial report,What is the primary goal of the Fleet Management System of Toyota?,"[17167, 17153, 8087, 8728, 22342, 8765, 22424, 18862, 17076, 2704]","[16704, 16705, 16706, 16702, 16703]",Not Found,0.0
0.5,NYSE_TM_2021,Financial report,How does the Fleet Management System of Toyota respond when there is an increase in waiting customers?,"[17167, 17153, 8728, 8087, 22342, 22424, 8765, 18862, 17158, 17157]",[17146],Not Found,0.0
0.5,NYSE_TM_2021,Financial report,What is the largest category of shareholders shown in the company's ownership breakdown?,"[22493, 14130, 18472, 3377, 6552, 17721, 6800, 5968, 3379, 5932]",[17722],Not Found,0.0
0.5,NYSE_TM_2021,Financial report,On which page does the document detail the Toyota Production System (TPS)?,"[16674, 16678, 16679, 16675, 16677, 16676, 17580, 16596, 17138, 17167]","[16674, 16651]",1,0.5
