lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,NYSE_PG_2022,Financial report,Did the service cost component for Pension Benefits increase or decrease from 2021 to 2022?,"[9659, 9656, 20158, 21403, 9665, 9666, 10895, 21429, 9662, 20168]",[9656],2,1.0
0.5,NYSE_PG_2022,Financial report,Which segment of P&G experienced the highest net sales growth in 2022 as compared to 2021?,"[9849, 3284, 5273, 8337, 9294, 8325, 4772, 7050, 8963, 5520]",[9333],Not Found,0.0
0.5,NYSE_PG_2022,Financial report,What was the percentage change in P&G's net sales from 2021 to 2022?,"[9849, 8337, 8338, 5551, 3683, 6794, 5270, 9294, 5273, 5809]",[9279],Not Found,0.0
0.5,NYSE_PG_2022,Financial report,What is P&G's largest business segment according to the 2022 net sales data?,"[5466, 3683, 3682, 8337, 7052, 5273, 7055, 7049, 10886, 7053]",[8964],Not Found,0.0
0.5,NYSE_PG_2022,Financial report,Which geographic region contributed the least to the P&G's net sales?,"[8963, 3723, 9052, 3722, 4772, 8337, 8325, 8540, 3713, 5281]",[8965],Not Found,0.0
0.5,NYSE_NVS_2021,Financial report,How many shares did Novartis repurchase to mitigate dilution related to employees' participation plans in the year 2021?,"[5450, 5449, 5448, 7194, 7188, 7192, 6502, 7092, 6812, 7387]",[5449],2,1.0
0.5,NYSE_NVS_2021,Financial report,What was the impact of treasury share transactions on Novartis AG's equity in 2020 compared to the net cash outflow?,"[5450, 5449, 5448, 7577, 5409, 7666, 7093, 7571, 7181, 7597]",[5450],1,1.0
0.5,NYSE_NVS_2021,Financial report,Which product of the company had the highest percentage increase in total net sales from 2020 to 2021?,"[5371, 5466, 3732, 3683, 9346, 9312, 21342, 3723, 4772, 7050]",[5195],Not Found,0.0
0.5,NYSE_NVS_2021,Financial report,"What is the total amount of non-current financial debt, including the current portion?","[7209, 7211, 7203, 5503, 7281, 7210, 4751, 7212, 7282, 7315]","[5485, 5503]",4,0.5
0.5,NYSE_NVS_2021,Financial report,"Which location has the largest site for the company in square meters, and what is its size?","[4485, 393, 2740, 2953, 5120, 2957, 8559, 7455, 2954, 19257]",[5121],Not Found,0.0
0.5,NYSE_NVS_2021,Financial report,What was the percentage of the company's operating expenses denominated in Euros for the year 2021?,"[13904, 13905, 13881, 13879, 786, 18393, 17704, 2956, 17702, 13924]","[5448, 5458]",Not Found,0.0
0.5,NYSE_NVS_2021,Financial report,Does the report include the signature of company leadership?,"[9887, 9888, 15760, 15986, 15778, 6109, 6097, 6193, 6121, 143]","[7792, 7791]",Not Found,0.0
0.5,NYSE_PEP_2020,Financial report,Did PepsiCo's net revenue increase from 2018 to 2020?,"[8448, 7811, 8484, 8547, 8540, 8451, 8391, 8337, 8762, 8338]",[8448],1,1.0
0.5,NYSE_PEP_2020,Financial report,What is PepsiCo's average operating profit for the three fiscal years from 2018 to 2020?,"[8484, 7811, 8486, 8448, 8762, 8285, 4091, 8451, 5395, 8540]",[8448],4,1.0
0.5,NYSE_PEP_2020,Financial report,What was the company's net revenue for China in 2019?,"[8495, 13305, 13010, 5177, 10541, 8272, 14176, 8484, 13241, 5253]",[8495],1,1.0
0.5,NYSE_PEP_2020,Financial report,How much was the change in retained earnings of the company from 2019 to 2020?,"[4468, 13881, 14404, 17706, 1882, 4467, 4477, 8509, 6800, 19178]","[8457, 8458]",Not Found,0.0
0.5,NYSE_PEP_2020,Financial report,On which page does the CEO's letter to the shareholders begin?,"[2839, 9200, 616, 4540, 4528, 5420, 10473, 18510, 622, 5427]",[7861],Not Found,0.0
0.5,NYSE_XOM_2020,Financial report,Is the expected long-term rate of return on funded assets for non-U.S. Pension Benefits higher in 2020 compared to the previous year?,"[21403, 21161, 21158, 21395, 2583, 21398, 21405, 10898, 20168, 21407]",[21407],10,1.0
0.5,NYSE_XOM_2020,Financial report,Did the average production costs for bitumen per barrel change from 2019 to 2020?,"[20680, 20682, 20686, 20676, 20714, 20662, 21508, 21517, 20712, 9746]",[20679],Not Found,0.0
0.5,NYSE_XOM_2020,Financial report,What is the stock symbol for Exxon Mobil Corporation?,"[20881, 21216, 20957, 20885, 21183, 20425, 21355, 21556, 21218, 20935]",[21572],Not Found,0.0
0.5,NYSE_XOM_2020,Financial report,By how much did the total liquids production for the company change from 2018 to 2020?,"[21007, 21536, 20676, 21535, 21010, 1364, 7283, 20935, 4157, 4177]",[20676],3,1.0
0.5,NYSE_XOM_2020,Financial report,What was the net amount of wells drilled by the company in the United States by consolidated subsidiaries in the year-end 2020?,"[20714, 20723, 20756, 20758, 20702, 20774, 20768, 20725, 20765, 20752]",[20714],1,1.0
0.5,NYSE_MS_2020,Financial report,What incomes are recorded within Trading revenues or Investments revenues based on business activity?,"[1273, 1930, 1268, 2639, 1241, 1274, 2540, 1235, 2225, 1236]",[1930],2,1.0
0.5,NYSE_MS_2020,Financial report,How does the Firm establish a hierarchy for inputs used in measuring fair value?,"[14764, 1963, 1938, 7474, 1410, 7482, 10733, 20058, 10917, 10802]",[1930],Not Found,0.0
0.5,NYSE_MS_2020,Financial report,What was the percentage change in net income applicable to Morgan Stanley from 2019 to 2020?,"[1185, 1351, 1188, 1200, 2638, 1878, 1176, 1877, 1175, 1321]",[1287],Not Found,0.0
0.5,NYSE_MS_2020,Financial report,Which committees in the company report directly to the Firm Risk Committee?,"[1656, 1446, 1655, 1645, 18962, 1649, 20037, 21321, 1642, 1672]",[1645],4,1.0
0.5,NYSE_MS_2020,Financial report,What was the largest source of net revenue for Morgan Stanley in 2020?,"[1351, 1878, 1877, 2663, 1714, 1188, 10360, 2638, 8274, 1321]",[2638],8,1.0
0.5,NYSE_MS_2020,Financial report,What is the role of the Chief Legal Officer in the risk governance structure of the company?,"[1645, 1644, 1664, 1656, 1643, 8247, 18930, 1679, 3362, 18924]",[1656],4,1.0
0.5,NYSE_NVO_2020,Financial report,What was the total score for company trust among diabetes specialists according to the report?,"[4255, 4253, 3098, 4921, 4925, 4977, 3301, 7042, 5228, 4935]",[4252],Not Found,0.0
0.5,NYSE_NVO_2020,Financial report,What are the four distinct focus areas of Novo Nordisk's corporate strategy?,"[2920, 2839, 4054, 2902, 4485, 4125, 4116, 3068, 4389, 4036]",[2902],4,1.0
0.5,NYSE_NVO_2020,Financial report,What is the percentage increase in total employee costs of the company for the year from 2018 to 2020?,"[3732, 4204, 3734, 4486, 3733, 8634, 9128, 3723, 17481, 10905]",[3731],Not Found,0.0
0.5,NYSE_NVO_2020,Financial report,What was the total research and development costs for Novo Nordisk in 2020?,"[3722, 3527, 4462, 2920, 4054, 3477, 3065, 4027, 3543, 4220]",[3723],Not Found,0.0
0.5,NYSE_NVO_2020,Financial report,What was Novo Nordisk's total amount spent on wages and salaries in 2020?,"[4054, 3375, 3347, 3440, 3065, 3425, 3736, 4363, 3343, 3907]",[3731],Not Found,0.0
0.5,NYSE_NVO_2020,Financial report,What was the total number of full-time employees in 2020 for the company?,"[4486, 3733, 4204, 14120, 4484, 6542, 4488, 10169, 20611, 9128]",[3732],Not Found,0.0
0.5,NYSE_NVO_2020,Financial report,What percentage of the company's board members are women?,"[3431, 3069, 6029, 143, 3423, 21812, 4227, 10003, 4222, 3421]",[3069],2,1.0
0.5,NYSE_WFC_2021,Financial report,What were the total restructuring charges for the year 2020?,"[9365, 8542, 9589, 20201, 8540, 19483, 18773, 8593, 410, 20301]",[20201],4,1.0
0.5,NYSE_WFC_2021,Financial report,Did both deposit-related fees and lending-related fees increase in 2021 compared to 2020?,"[18736, 18823, 18811, 2295, 1324, 20134, 18986, 19079, 17333, 18741]","[18738, 18741]",10,0.5
0.5,NYSE_WFC_2021,Financial report,What was the total interest income for Wells Fargo & Company in 2021?,"[19480, 19482, 19481, 19483, 20301, 18724, 18725, 18515, 20223, 18723]",[19480],1,1.0
0.5,NYSE_WFC_2021,Financial report,What is the primary focus of the content on page 173?,"[20057, 4544, 4546, 20249, 20047, 9660, 10125, 16440, 3633, 20053]","[19950, 19951, 19952, 19953, 19954, 19955, 19956, 19957]",Not Found,0.0
0.5,NYSE_SHLX_2020,Financial report,"What method does SHELL MIDSTREAM PARTNERS, L.P. use to depreciate property, plant, and equipment?","[11923, 21245, 11919, 9556, 11962, 3796, 12737, 12501, 8529, 12893]",[11962],5,1.0
0.5,NYSE_SHLX_2020,Financial report,"What is Shawn J. Carsten's position at Shell Midstream Partners, L.P.?","[12647, 12641, 12644, 12327, 12638, 12636, 12323, 12500, 12424, 12648]","[12641, 12647]",1,1.0
0.5,NYSE_SHLX_2020,Financial report,What is the percentage change in the company's net income from 2018 to 2020?,"[2691, 193, 5311, 8338, 12827, 785, 8448, 8451, 20250, 21355]",[11761],Not Found,0.0
0.5,NYSE_SHLX_2020,Financial report,What was the total amount of capital expenditures paid in 2019?,"[12176, 11811, 11813, 21048, 13975, 11542, 10884, 17708, 10644, 10885]",[11812],Not Found,0.0
0.5,OTC_LVMUY_2021,Financial report,What year was the 24S digital platform launched?,"[22399, 22425, 13568, 22440, 7287, 26, 7289, 18552, 8605, 8558]",[22399],1,1.0
0.5,OTC_LVMUY_2021,Financial report,What program was Nona Source created under?,"[22185, 22184, 21992, 21780, 4378, 11649, 12034, 4348, 5551, 16819]",[22185],1,1.0
0.5,OTC_LVMUY_2021,Financial report,What are the three primary fields of action identified by Parfums Christian Dior to achieve emissions reduction commitments?,"[22270, 21998, 21992, 4116, 11402, 17388, 20970, 17791, 5412, 4162]",[22270],1,1.0
0.5,OTC_LVMUY_2021,Financial report,Which business group had the highest percentage increase in water consumption from 2020 to 2021?,"[2978, 21894, 4116, 5250, 3005, 4155, 9461, 10175, 5464, 22089]",[22518],Not Found,0.0
0.5,OTC_LVMUY_2021,Financial report,What region contributed the most to the company's revenue in 2021?,"[22507, 8486, 21894, 22252, 11469, 222, 21896, 10360, 3124, 21465]",[21894],3,1.0
0.5,OTC_LVMUY_2021,Financial report,What is the company's largest age group among the employees by the end of 2021?,"[20879, 12323, 21979, 16984, 17279, 6345, 22406, 17882, 18811, 20072]",[21979],3,1.0
0.5,NYSE_MCD_2020,Financial report,How did the occupancy and other operating expenses for company-operated restaurants change over the three years?,"[192, 461, 516, 229, 193, 255, 500, 512, 393, 331]",[257],Not Found,0.0
0.5,NYSE_MCD_2020,Financial report,What was the total amount of McDonald's Corporation's unrecognized tax benefits at the end of 2020?,"[674, 10863, 21074, 8798, 21453, 18095, 20217, 1437, 18331, 10862]",[669],Not Found,0.0
0.5,NYSE_MCD_2020,Financial report,How much did the International Operated Markets contribute to the total franchised revenues in 2019?,"[255, 256, 215, 216, 12939, 231, 257, 278, 217, 247]","[201, 215]",3,0.5
0.5,NYSE_MCD_2020,Financial report,How many company-operated restaurants were there in the U.S. at the end of 2018?,"[277, 276, 280, 215, 182, 230, 223, 141, 278, 461]",[277],1,1.0
0.5,NYSE_MCD_2020,Financial report,What was the total revenue for the company in 2019?,"[12100, 12101, 19482, 18794, 21307, 18625, 13583, 12221, 11866, 12829]",[331],Not Found,0.0
0.5,NYSE_PM_2020,Financial report,On which page does the report provide Mine Safety Disclosures?,"[8179, 8007, 2772, 10278, 8180, 2771, 6774, 14352, 11282, 10277]",[10277],10,1.0
0.5,NYSE_PM_2020,Financial report,Did PMI have higher net revenues in the European Union in 2020 compared to 2018?,"[10877, 10878, 10876, 10360, 10370, 10406, 10885, 10407, 10363, 10547]",[10360],4,1.0
0.5,NYSE_PM_2020,Financial report,How much of the change in PMI's Net Revenues was attributable to currency effects?,"[11179, 11180, 10407, 10617, 10573, 10601, 10541, 10559, 10574, 10410]",[10407],3,1.0
0.5,NYSE_PM_2020,Financial report,What was PMI's net revenue from combustible products in the European Union for 2020?,"[10878, 10876, 10363, 10309, 10311, 10360, 10407, 11179, 10312, 10406]",[10878],1,1.0
0.5,NYSE_PM_2020,Financial report,What was the shipment volume of Marlboro cigarettes in 2020 according to PMI's report?,"[10393, 10547, 10395, 10568, 10386, 10149, 10594, 10580, 10414, 10407]",[10393],1,1.0
0.5,NYSE_PM_2020,Financial report,Which brand in PMI experienced the highest percentage increase in shipment volume from 2019 to 2020?,"[10594, 10393, 10580, 10370, 10627, 10390, 10284, 10149, 9967, 22112]",[10393],2,1.0
0.5,NYSE_PM_2020,Financial report,What was PMI's net revenue for the European Union in 2020?,"[10876, 10878, 10360, 10406, 10877, 10872, 10407, 10363, 10370, 10922]","[10541, 10526]",Not Found,0.0
0.5,NYSE_PM_2020,Financial report,What was the total provision for PMI's income taxes in 2020?,"[10320, 10855, 10701, 11084, 10704, 14846, 10938, 7081, 10808, 18183]",[10701],3,1.0
0.5,NYSE_PM_2020,Financial report,What product category generated the highest net revenue for the company in 2020?,"[10360, 10363, 8486, 12667, 12827, 18811, 10309, 10601, 8238, 9967]",[10311],Not Found,0.0
0.5,NYSE_PM_2020,Financial report,How did PMI's cumulative total shareholder return compare to the S&P 500 Index at the end of the 2020?,"[10284, 8918, 8917, 10283, 9229, 8916, 337, 18006, 9228, 2560]",[10284],1,1.0
0.5,NYSE_TME_2021,Financial report,Does the Lazy Audio subscription offer unlimited access to certain audio content?,"[13577, 13388, 13474, 13526, 13387, 13389, 13460, 13401, 13471, 13036]","[13577, 13567]",1,0.5
0.5,NYSE_TME_2021,Financial report,What percentage of revenue did social entertainment services contribute to the overall revenue in 2021?,"[13905, 13846, 13904, 13847, 13583, 13865, 14403, 13913, 14402, 15053]","[13572, 13583]",5,0.5
0.5,NYSE_TME_2021,Financial report,What strategies is the company employing to maintain its competitiveness in the social entertainment market amid increasing regulatory oversight?,"[13867, 13841, 13865, 13839, 13832, 12998, 7449, 14402, 13846, 13904]",[13867],1,1.0
0.5,NYSE_TME_2021,Financial report,What was the total placement of short-term investments by Tencent Music Entertainment Group in 2021?,"[14906, 13424, 13444, 15053, 13467, 13125, 13678, 13440, 13846, 13460]","[14408, 14407]",Not Found,0.0
0.5,NYSE_TME_2021,Financial report,What was the total revenue of the company in RMB for the year ended 2021?,"[13905, 13944, 13904, 14403, 13865, 14402, 13583, 14393, 14456, 15023]","[13389, 13381]",Not Found,0.0
0.5,NYSE_TME_2021,Financial report,How much did the company's finance cost change from 2019 to 2021 in terms of percentage of total revenues?,"[13904, 575, 14402, 13905, 21206, 14821, 192, 14403, 18183, 573]",[13904],1,1.0
0.5,NYSE_TME_2021,Financial report,What was the profit of the company for the year 2021 in US dollars (USD)?,"[5371, 13905, 5391, 5395, 5392, 5396, 7460, 13904, 7048, 13469]",[13904],8,1.0
0.5,NYSE_TME_2021,Financial report,What was the percentage of total revenue contributed by online music services in the year 2021?,"[13865, 15053, 13846, 13905, 14402, 13904, 13910, 14403, 13866, 13572]",[13904],6,1.0
0.5,NYSE_TME_2021,Financial report,What was the total revenue reported by Tencent Music Entertainment Group in 2020?,"[13846, 15053, 13440, 14163, 14402, 13424, 13865, 14848, 14380, 13800]",[13904],Not Found,0.0
0.5,NYSE_TM_2021,Financial report,What was the year-on-year percentage change in Toyota's operating income for fiscal 2021?,"[17698, 17702, 17704, 17303, 17302, 10559, 17701, 17336, 247, 17703]",[17698],1,1.0
0.5,NYSE_TM_2021,Financial report,What is the energy efficiency target for Toyota's compact SUV in the bZ series?,"[16838, 17064, 17049, 17036, 17315, 16816, 16824, 17050, 16817, 17387]",[16833],Not Found,0.0
0.5,NYSE_TM_2021,Financial report,What is the percentage of women hired globally by Toyota Motor Corporation?,"[17476, 17508, 17705, 17491, 16679, 17703, 17704, 17390, 17579, 17489]",[17508],2,1.0
0.5,NYSE_TM_2021,Financial report,"How many members listed have a board service length of 3 years, and what are their names?","[6020, 3433, 6605, 3431, 6531, 17279, 17313, 7404, 5854, 17297]",[17279],6,1.0
0.5,NYSE_TM_2021,Financial report,What is the percentage of shares held by the largest shareholder listed in the report?,"[20863, 20944, 18515, 22493, 20226, 7073, 7214, 17722, 14186, 14862]","[17721, 17707]",Not Found,0.0
0.5,NYSE_TM_2021,Financial report,What is the total number of common shares held by the top three shareholders combined for Toyota Motor Corporation?,"[17702, 17705, 17347, 17704, 17302, 17703, 17701, 17387, 17721, 17253]","[17721, 17707]",9,0.5
0.5,NYSE_TM_2021,Financial report,What is the primary goal of the Fleet Management System of Toyota?,"[17302, 17303, 17167, 17265, 17266, 17274, 17268, 17342, 17158, 17315]","[16704, 16705, 16706, 16702, 16703]",Not Found,0.0
0.5,NYSE_TM_2021,Financial report,How does the Fleet Management System of Toyota respond when there is an increase in waiting customers?,"[17167, 17274, 17302, 17303, 17265, 17276, 16733, 17380, 16693, 17544]",[17146],Not Found,0.0
0.5,NYSE_TM_2021,Financial report,What is the difference in the rate of the engine being off during driving between HEVs and PHEVs?,"[17187, 17186, 16949, 17041, 17373, 17174, 16925, 17048, 17078, 17016]",[17187],1,1.0
0.5,NYSE_TM_2021,Financial report,What is the largest category of shareholders shown in the company's ownership breakdown?,"[18184, 214, 22493, 3380, 17722, 9439, 5944, 7122, 9073, 565]",[17722],5,1.0
0.5,NYSE_TM_2021,Financial report,What is the role of the Board of Directors in Toyota's Corporate Governance structure?,"[17268, 17297, 14102, 17283, 1647, 17266, 17272, 17281, 14110, 17263]",[17268],1,1.0
0.5,NYSE_TM_2021,Financial report,What is the target percentage for the reduction in cost of a single battery?,"[20466, 17069, 17065, 17064, 17050, 11781, 17063, 17049, 9071, 1510]",[17065],3,1.0
0.5,NYSE_TM_2021,Financial report,How does the evolution of battery control models contribute to the development of Toyota's next-generation BEVs?,"[17064, 17069, 17051, 17063, 17073, 17370, 17066, 17035, 17003, 17204]",[17063],4,1.0
0.5,NYSE_TM_2021,Financial report,On which page does the document detail the Toyota Production System (TPS)?,"[16674, 16676, 16679, 16678, 16675, 17580, 16677, 16596, 17520, 17167]","[16674, 16651]",1,0.5
