lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,NETFLIX_2015_10K,Financial report,"what percentage did Global streaming memberships increase from 2014 to 2015?Answer in percentage term, round to one decimal places.","[17329, 17323, 17321, 17330, 17352, 17194, 17356, 17688, 17344, 17349]",[17329],1,1.0
0.5,NETFLIX_2015_10K,Financial report,what profit  did Memberships contribute to in Domestic Streaming Segment in FY2015? Answer in thousands.,"[17447, 17696, 17197, 17692, 17694, 17341, 17688, 17338, 17689, 17344]",[17340],Not Found,0.0
0.5,NIKE_2021_10K,Financial report,what is the FY2021 inventory turnover ratio for Nike?Round your answer to two decimal places.,"[11328, 18025, 15983, 11630, 18472, 18059, 18471, 18061, 3259, 8195]","[18249, 18254]",Not Found,0.0
0.5,NIKE_2021_10K,Financial report,What is receive turnover in FY2021 for Nike? Round your answer to two decimal places.,"[18470, 18472, 18471, 18025, 18490, 18059, 18061, 18491, 18069, 18558]","[18249, 18254]",Not Found,0.0
0.5,NIKE_2021_10K,Financial report,What is payables  turnover in FY2021 for Nike? Round your answer to two decimal places.,"[18472, 18471, 18061, 18059, 18470, 18491, 18490, 18025, 18069, 9890]","[18249, 18254]",Not Found,0.0
0.5,NIKE_2021_10K,Financial report,What is  cash_ratio in FY2021 for Nike? Round your answer to two decimal places.,"[18471, 18061, 18472, 18025, 18059, 18069, 18470, 18490, 18491, 18558]",[18254],Not Found,0.0
0.5,NIKE_2021_10K,Financial report,What is  cash conversion cycle in FY2021 for Nike? Round your answer to two decimal places.,"[18471, 18061, 18472, 18490, 18059, 18470, 18025, 18491, 18069, 18558]","[18249, 18254]",Not Found,0.0
0.5,NIKE_2021_10K,Financial report,What is current ratio in FY2021 for Nike?  Round your answer to two decimal places.,"[18471, 18061, 18490, 18472, 18059, 18025, 18491, 18470, 18069, 18558]",[18254],Not Found,0.0
0.5,NIKE_2021_10K,Financial report,"What is cash ratio  in FY2021 for Nike? Round your answer to two decimal places.

 ","[18025, 18061, 18490, 18471, 18059, 18491, 18472, 18069, 18470, 18038]",[18254],Not Found,0.0
0.5,NIKE_2021_10K,Financial report,"What is quick ratio cycle in FY2021 for Nike? Round your answer to two decimal places.

","[18471, 18061, 18470, 18025, 18490, 18069, 18472, 18059, 18491, 18558]",[18254],Not Found,0.0
0.5,NIKE_2021_10K,Financial report,what is accrual liabilities in FY2021 for Nike? Answer in millions.,"[7154, 7214, 6952, 7519, 12565, 11812, 7200, 18356, 17674, 7204]",[18356],8,1.0
0.5,NIKE_2021_10K,Financial report,What are the  key categories that Nike focuses on for their brand product offerings?,"[18472, 18471, 18470, 18059, 18028, 18000, 18264, 18025, 18061, 17813]",[17759],Not Found,0.0
0.5,N19-1170,Academic paper,Does increasing specificity in responses lead to more nonsensical outputs?,"[6046, 6045, 6053, 6135, 6088, 6098, 5670, 6460, 6428, 5886]",[6044],Not Found,0.0
0.5,N19-1170,Academic paper,Was the conditional training method effective in controlling response-relatedness?,"[6022, 6054, 6034, 6061, 6009, 5995, 6043, 6067, 6062, 6044]","[6040, 6054]",2,0.5
0.5,N19-1170,Academic paper,How is the attribute of Specificity quantitatively determined according to Figure 1?,"[6090, 6144, 6085, 6147, 6151, 6140, 5999, 6145, 6138, 6084]",[5999],7,1.0
0.5,N19-1170,Academic paper,How does the introduction of repetition control affect the question-asking rate at the highest control level (z=10)?,"[6061, 6058, 6151, 6089, 6078, 6140, 6147, 6144, 6145, 6143]",[6061],1,1.0
0.5,N18-2084,Academic paper,Did multilingual pre-training benefit all language pairs in this research?,"[5946, 5934, 5943, 5944, 5965, 5962, 5953, 5951, 5945, 5948]","[5968, 5954]",Not Found,0.0
0.5,N18-2084,Academic paper,Which dataset experienced the largest decrease in BLEU score after alignment according to Table 4?,"[5597, 5950, 5598, 5966, 5627, 5716, 5727, 5734, 5943, 5956]",[5960],Not Found,0.0
0.5,N18-2084,Academic paper,What is the total number of sentences in the training sets for Romance languages as given in Table 1?,"[5954, 5583, 5946, 5942, 5953, 5938, 5948, 5644, 5951, 5936]",[5937],Not Found,0.0
0.5,N19-1421,Academic paper,What is the highest accuracy percentage achieved by any model according to Table 5?,"[5838, 6281, 5837, 6282, 6229, 6482, 6487, 6486, 6233, 6493]",[6486],8,1.0
0.5,N19-1421,Academic paper,What percent of formulated questions in the CommonsenseQA use spatial concepts as a significant factor?,"[6458, 6451, 6410, 6412, 6453, 6433, 6419, 6421, 6448, 6460]","[6458, 6447]",1,0.5
0.5,N19-1421,Academic paper,"According to Figure 4, is it more common for questions to start with ""why"" or ""where,"" and by what percentage are they different?","[6463, 6058, 6061, 6456, 6018, 6453, 6452, 6451, 6445, 6144]","[6452, 6463]",1,1.0
0.5,N19-1421,Academic paper,Which model achieved the highest accuracy on the random split according to Table 5?,"[5722, 6396, 5835, 5837, 6486, 5854, 6361, 6214, 6222, 5625]",[6486],5,1.0
0.5,N19-1421,Academic paper,What is the accuracy percentage of the BERT-LARGE model when answering questions about factoid knowledge according to Table 6?,"[6486, 6484, 6491, 6421, 6490, 6494, 6496, 6485, 6488, 6476]",[6487],Not Found,0.0
0.5,N19-1421,Academic paper,Which CONCEPTNET relation has the highest frequency in COMMONSENSEQA according to Table 2?,"[6419, 6451, 6436, 6423, 6433, 6499, 6445, 6410, 6454, 6458]",[6452],Not Found,0.0
0.5,N19-1421,Academic paper,What is the average length of questions measured in tokens in COMMONSENSEQA according to Table 1?,"[6478, 6410, 6423, 6451, 6421, 6499, 6448, 6420, 6476, 6449]","[6433, 6445]",Not Found,0.0
0.5,N19-1421,Academic paper,What percentage of questions analyzed begin with a WH word according to Figure 4?,"[6456, 6458, 6286, 6058, 18974, 6468, 6463, 18922, 19279, 19071]","[6452, 6463]",7,0.5
0.5,N19-1421,Academic paper,What is the last reference mentioned in the paper?,"[19940, 19446, 19706, 5674, 1747, 11634, 5987, 6243, 6401, 5749]",[6520],Not Found,0.0
0.5,N19-1240,Academic paper,Does the Entity-GCN model use recurrent document encoders?,"[6175, 6172, 6160, 6212, 6279, 6277, 6170, 6214, 6213, 6232]",[6172],2,1.0
0.5,N19-1240,Academic paper,What is the significance of the R-GCN component within the Entity-GCN model based on the ablation study?,"[6223, 6188, 6175, 6221, 6275, 6269, 6187, 6273, 6172, 6225]","[6220, 6212]",Not Found,0.0
0.5,N19-1240,Academic paper,Which model outperformed all other models on the unmasked development set according to Table 2?,"[6480, 6222, 6214, 6486, 5598, 5597, 5596, 6483, 5625, 6084]",[6214],3,1.0
0.5,N19-1240,Academic paper,What is the maximum number of candidates found in any of the samples of the WikiHop dataset?,"[6163, 6177, 6286, 6207, 6011, 6208, 128, 6232, 6448, 6343]","[6209, 6193]",Not Found,0.0
0.5,N19-1240,Academic paper,What is the unmasked score of the full (single) model as per Table 3?,"[6222, 6471, 6214, 5854, 6230, 5722, 6224, 6147, 6079, 6145]",[6222],1,1.0
0.5,N19-1240,Academic paper,"Based on Table 3, how did removing relation types affect the unmasked performance compared to the full (single) model?","[6222, 6224, 6214, 6230, 6220, 6228, 6212, 6210, 6223, 6218]",[6222],1,1.0
0.5,L18-1269,Academic paper,What metric is used to measure the performance of the caption-image compatibility score?,"[137, 140, 5723, 134, 5961, 5717, 6098, 18033, 6145, 5679]",[140],2,1.0
0.5,L18-1269,Academic paper,On which page does the paper detail the baseline models?,"[5743, 6015, 6463, 5906, 5693, 6101, 6036, 6359, 6140, 6303]",[162],Not Found,0.0
0.5,N18-1187,Academic paper,What effect did imitation learning have on the SL model before applying reinforcement learning?,"[5853, 5857, 5840, 5768, 5820, 5849, 5845, 5848, 5873, 5775]",[5843],Not Found,0.0
0.5,N18-1187,Academic paper,Which training setting achieved the highest task success rate over time according to Figure 6?,"[5840, 5849, 5842, 5847, 5843, 5857, 5771, 5846, 6361, 5841]",[5849],2,1.0
0.5,N18-1187,Academic paper,What is the function of the Bi-LSTM Utterance Encoder in the system architecture?,"[5797, 5790, 5789, 5787, 6046, 5601, 5831, 5587, 6082, 5608]",[5797],1,1.0
0.5,N18-1187,Academic paper,How does the system generate a response to the user's request?,"[5801, 5797, 5788, 5802, 6088, 5782, 6135, 5806, 5787, 6052]",[5797],2,1.0
0.5,N18-2072,Academic paper,What is the name of the language model used for contextual augmentation in this paper?,"[5881, 6138, 5910, 5911, 6151, 5759, 6468, 5921, 5597, 6079]",[5881],1,1.0
0.5,N18-2072,Academic paper,"How much did the average accuracy improve when using the model with context and label compared to the model with synonym, for the RNN architecture?","[5906, 5905, 5907, 5903, 6491, 5915, 5911, 5878, 5896, 6427]",[5906],1,1.0
0.5,N18-2072,Academic paper,What is the main purpose of the contextual augmentation method illustrated in Figure 1?,"[5881, 5886, 5883, 5893, 5903, 5905, 5895, 5882, 5878, 5899]",[5881],1,1.0
0.5,N18-2072,Academic paper,What is the brief summary of Section 2.1?,"[2008, 2007, 2005, 2006, 8757, 6525, 9572, 2135, 9705, 16564]","[5888, 5880]",Not Found,0.0
0.5,N18-1008,Academic paper,Do all variations of the attentional model have encoders that are attended to by decoders?,"[5569, 5604, 5554, 5939, 5540, 5547, 5532, 5601, 5591, 5605]",[5569],1,1.0
0.5,N18-1008,Academic paper,Did the invertibility regularizer increase BLEU scores in more than half of the cases?,"[5629, 5945, 5966, 5950, 5598, 5956, 5949, 5943, 5600, 5951]","[5617, 5629]",1,0.5
0.5,N18-1008,Academic paper,"Which model performed best for the French-to-English language pair according to Table 4, and what was its BLEU score?","[5627, 5583, 5629, 5943, 5950, 5597, 5600, 5946, 5951, 5666]","[5627, 5615]",1,0.5
0.5,N18-1008,Academic paper,How does the multitask model represented in Figure 1b differ from the single-task model in Figure 1a in terms of decoder attention?,"[5638, 5615, 5612, 5569, 5601, 5625, 5532, 5535, 5596, 5547]",[5569],4,1.0
0.5,N18-1008,Academic paper,How many tables are there in the paper?,"[16386, 473, 3822, 6377, 7673, 3936, 7038, 11750, 19855, 9434]","[5569, 5605, 5577, 5583, 5615, 5627]",Not Found,0.0
0.5,N18-1012,Academic paper,Is the GYAFC dataset the largest corpus for formality style transfer?,"[5649, 5647, 5650, 5648, 5670, 5657, 5681, 5665, 5667, 5690]",[5652],Not Found,0.0
0.5,N18-1012,Academic paper,Which model received the highest human fluency score?,"[5854, 5722, 6147, 6145, 5716, 5723, 5730, 5717, 6144, 6214]",[5716],5,1.0
0.5,N18-1012,Academic paper,"How many sentences are there in the training set for the ""Informal to Formal"" direction?","[5672, 5674, 5659, 5675, 5679, 5680, 5687, 5739, 5682, 5717]",[5672],1,1.0
0.5,N18-1012,Academic paper,How does the mean formality score of formal rewrites compare to that of the original informal sentences according to Figure 2?,"[5716, 5717, 5682, 5679, 5680, 5681, 5739, 5675, 5672, 5687]",[5680],5,1.0
0.5,N18-1012,Academic paper,On which page do the researchers discuss about future work?,"[6429, 5931, 18988, 19285, 170, 12147, 19296, 6008, 5663, 18886]",[5742],Not Found,0.0
0.5,N19-1308,Academic paper,What are the techniques that contribute to the performance improvements of DYGIE on the SciERC dataset?,"[6322, 6394, 6378, 6369, 6316, 6398, 6364, 6302, 6368, 6309]","[6349, 6358]",Not Found,0.0
0.5,N19-1308,Academic paper,Which dataset in Table 3 has the largest number of documents (Docs)?,"[6343, 6360, 6209, 6351, 6365, 128, 129, 5960, 6368, 6175]","[6360, 6351]",2,1.0
0.5,N19-1308,Academic paper,What is the F1 score for DyGIE on pronoun entity performance according to Table 7?,"[6378, 6369, 6394, 6309, 6368, 6380, 6357, 6398, 6346, 6355]",[6378],1,1.0
0.5,N19-1308,Academic paper,Which system achieved the highest F1 score for entity recognition on the ACE04 dataset?,"[6398, 6351, 6368, 6360, 6361, 603, 6357, 1659, 6302, 5730]",[6351],2,1.0
0.5,N19-1308,Academic paper,Which entity category saw the greatest positive difference in its confusion matrix count after adding CorefProp?,"[6387, 6393, 4155, 7545, 8924, 4150, 16376, 4149, 8905, 6458]",[6393],2,1.0
0.5,N19-1308,Academic paper,What is the combined total of entity categories in the ACE04 and ACE05 datasets?,"[6360, 6343, 6385, 6351, 6368, 6373, 6366, 6370, 6355, 6350]","[6360, 6351]",1,1.0
0.5,N19-1308,Academic paper,"At which iteration number does the coreference layer achieve the best performance, according to Figure 3a?","[6390, 6385, 6366, 6364, 6320, 6319, 6323, 6348, 6322, 6383]","[6361, 6380]",Not Found,0.0
0.5,N19-1308,Academic paper,What is the purpose of the sentence-level BiLSTM in the DYGIE model?,"[6322, 6309, 6378, 6369, 6368, 6394, 6301, 6356, 6351, 6313]",[6322],1,1.0
0.5,NASDAQ_TXN_2020,Financial report,What is the stock ownership guideline for the CEO of this company?,"[16877, 2651, 2656, 2653, 8140, 16546, 12425, 8824, 17044, 17039]","[16877, 16863]",1,0.5
0.5,NASDAQ_TXN_2020,Financial report,Which company listed in the comparator group has the highest market capitalization by 2020 and what is the amount?,"[16798, 16845, 16794, 16809, 16779, 16840, 2440, 2518, 2514, 2393]",[16799],Not Found,0.0
0.5,NASDAQ_TXN_2020,Financial report,What is the total amount of long-term debt obligation payments due for the company after 2025?,"[7189, 17434, 17429, 517, 16128, 9125, 518, 516, 7191, 19810]",[16127],Not Found,0.0
0.5,NASDAQ_TXN_2020,Financial report,What is the company's free cash flow by the end of year 2020?,"[16079, 17413, 17414, 15880, 16123, 16824, 16068, 16122, 17321, 17419]",[16162],Not Found,0.0
0.5,NASDAQ_TXN_2020,Financial report,How much did the company's capital expenditures change from 2019 to 2020?,"[9111, 13062, 16118, 9110, 11525, 13079, 9109, 8874, 13205, 9106]",[16124],Not Found,0.0
0.5,NASDAQ_TXN_2020,Financial report,How many times does the paper mention Money market funds?,"[16343, 16351, 16354, 13447, 18896, 13448, 18291, 18359, 18897, 17598]","[16338, 16343, 16351]",1,0.67
0.5,NASDAQ_AMGN_2020,Financial report,What positions did Dr. Reese hold at the Company between 2015 and 2018?,"[6889, 6602, 7812, 17708, 9497, 17710, 11220, 10126, 17045, 7811]",[6889],1,1.0
0.5,NASDAQ_AMGN_2020,Financial report,What is the percentage change in cash and cash equivalents of the company at the end of 2020 relative to the beginning of the year?,"[16185, 9240, 16112, 13062, 7378, 11516, 12475, 9453, 11620, 18257]",[7369],Not Found,0.0
0.5,NASDAQ_AMGN_2020,Financial report,How much did total assets of the company change from 2018 to 2020?,"[11831, 7066, 7158, 13052, 2783, 12660, 19703, 12472, 2877, 470]",[7066],2,1.0
0.5,NASDAQ_AMGN_2020,Financial report,What was the total revenue in the United States for the year ended 2020?,"[17474, 3876, 3946, 2876, 3873, 2875, 3939, 17394, 2878, 3874]",[7468],Not Found,0.0
0.5,NASDAQ_AMGN_2020,Financial report,By how much did the company's net income change from the year 2018 to 2020?,"[16099, 17564, 17419, 17421, 17426, 12291, 16195, 11479, 16193, 12474]",[7066],Not Found,0.0
0.5,NASDAQ_AMGN_2020,Financial report,What is the main content presented in the final page?,"[18856, 18859, 19527, 18860, 18863, 18858, 18857, 18855, 18862, 18861]","[7760, 7761, 7762, 7763]",Not Found,0.0
0.5,LSE_BHP_2021,Financial report,Did BHP pay dividends to its shareholders in FY2021?,"[4484, 2667, 2640, 2373, 4417, 4536, 4489, 1590, 694, 4947]","[360, 359]",Not Found,0.0
0.5,LSE_BHP_2021,Financial report,How much did the GHG emissions from the processing of sold products change from 2019 to 2021?,"[4198, 1048, 1054, 7204, 7392, 12329, 12568, 12331, 16429, 7516]",[1048],2,1.0
0.5,LSE_BHP_2021,Financial report,What was the most reported type of business conduct case in FY2021?,"[961, 963, 962, 964, 960, 2254, 955, 12255, 978, 7683]","[937, 963]",2,0.5
0.5,NASDAQ_CMCSA_2021,Financial report,What was the aggregate principal amount of fixed-rate Euro senior notes issued by the company in 2021?,"[9117, 9352, 17272, 11740, 11741, 17614, 9115, 17617, 9353, 11744]",[9117],1,1.0
0.5,NASDAQ_CMCSA_2021,Financial report,What was the total equity of Comcast Corporation at the end of 2019?,"[9272, 8905, 9091, 8891, 9239, 8452, 8866, 9204, 8453, 10036]",[9237],Not Found,0.0
0.5,NASDAQ_CMCSA_2021,Financial report,Did the total number of residential customer relationships increase from 2019 to 2021?,"[8483, 8924, 8923, 8486, 8874, 9055, 8931, 9056, 8925, 9061]","[8923, 8924]",2,1.0
0.5,NASDAQ_CMCSA_2021,Financial report,What segment contributed the most to the company's revenue in 2021?,"[3877, 8901, 17689, 9274, 2878, 3878, 8923, 8977, 17349, 17344]",[8469],Not Found,0.0
0.5,NASDAQ_CMCSA_2021,Financial report,What was the total number of Comcast’s common stock shares repurchased during 2021?,"[7164, 8855, 8318, 15921, 13262, 11462, 12604, 7374, 12372, 8335]",[8855],2,1.0
0.5,NASDAQ_CMCSA_2021,Financial report,What was the total revenue of Comcast Corporation in 2021?,"[9272, 9239, 8891, 8905, 9091, 9540, 9536, 9531, 9539, 9538]","[8888, 8891]",3,0.5
0.5,NASDAQ_CMCSA_2021,Financial report,By how much did the company's interest expense change from 2020 to 2021?,"[17389, 17387, 13179, 13545, 11505, 13178, 8910, 11504, 17386, 13391]","[8888, 8891]",Not Found,0.0
0.5,NASDAQ_CMCSA_2021,Financial report,On which page is the table of contents located at?,"[19483, 7792, 1793, 180, 15899, 15898, 15900, 17752, 1792, 15901]","[8458, 8459]",Not Found,0.0
0.5,NASDAQ_TSLA_2020,Financial report,On which page does the report provide information on executive compensation?,"[11246, 11229, 17727, 17724, 2771, 18583, 2792, 12708, 9568, 16454]",[13715],Not Found,0.0
0.5,NASDAQ_TSLA_2020,Financial report,What was the total revenue of Tesla for the year 2020?,"[13260, 13259, 13301, 13265, 13047, 2878, 13148, 2876, 8033, 9279]",[13052],Not Found,0.0
0.5,NASDAQ_TSLA_2020,Financial report,How did the working capital of the company change from 2016 to 2020?,"[18131, 17322, 8210, 8047, 19799, 12475, 517, 13052, 2770, 13265]",[13052],8,1.0
0.5,NASDAQ_TSLA_2020,Financial report,What's the percentage increase in gross profit of the company from 2017 to 2020?,"[16090, 16062, 16160, 13052, 18037, 13682, 17700, 13153, 16077, 18023]",[13052],4,1.0
0.5,NASDAQ_ATLX_2020,Financial report,Is the Bahia Rare Earths Project located in Brazil?,"[7929, 7933, 7927, 7934, 7928, 7932, 7930, 7931, 7936, 7917]",[7929],1,1.0
0.5,NASDAQ_ATLX_2020,Financial report,What is the total area for Lithium properties held by the company in Brazil by the end of 2020?,"[7884, 8027, 8234, 7889, 8233, 14929, 8067, 8020, 8066, 8018]",[8018],10,1.0
0.5,NASDAQ_ATLX_2020,Financial report,On which page does the document present the signature part?,"[13860, 5756, 5245, 7298, 18862, 18863, 18857, 19114, 8468, 17840]",[8383],Not Found,0.0
0.5,NASDAQ_QCOM_2021,Financial report,How much cash and cash equivalents did QUALCOMM have at the beginning of 2021?,"[12507, 12602, 12620, 12527, 12496, 19967, 11640, 12361, 16112, 18144]",[12475],Not Found,0.0
0.5,NASDAQ_QCOM_2021,Financial report,Did the company's income tax expense increase from 2020 to 2021?,"[3016, 3008, 490, 3539, 12322, 18335, 19745, 8915, 11801, 3163]",[12581],Not Found,0.0
0.5,NASDAQ_QCOM_2021,Financial report,How did the net gains on marketable securities change from fiscal 2019 to fiscal 2021?,"[12318, 12490, 12577, 12317, 7182, 12578, 7369, 7546, 12667, 12491]",[12577],3,1.0
0.5,NASDAQ_QCOM_2021,Financial report,What is the primary focus of page 41?,"[887, 1232, 7550, 5659, 7461, 11566, 16824, 11591, 1103, 18060]","[12289, 12290, 12291, 12292, 12294, 12275, 12276]",Not Found,0.0
0.5,NASDAQ_COST_2022,Financial report,What is the future minimum payment for finance leases in 2025?,"[17628, 17630, 20039, 9461, 17629, 9460, 20037, 20040, 16421, 9459]",[11757],Not Found,0.0
0.5,NASDAQ_COST_2022,Financial report,Did the company declare cash dividends in 2022?,"[7078, 13043, 7163, 7628, 17311, 19692, 8004, 20166, 12373, 11531]",[11760],Not Found,0.0
0.5,NASDAQ_COST_2022,Financial report,What was the total revenue for the Company in the United States in 2022?,"[17691, 16219, 20183, 12584, 11657, 13685, 17669, 9279, 7203, 16221]",[11831],Not Found,0.0
0.5,NASDAQ_COST_2022,Financial report,How many employees did the company have in Canada in 2022?,"[16986, 19649, 12082, 270, 11355, 16988, 7084, 8732, 7839, 12090]",[11355],5,1.0
0.5,NASDAQ_COST_2022,Financial report,Who has the longest tenure as an executive officer at Costco?,"[16692, 16691, 15981, 16886, 17049, 16803, 16874, 16920, 16844, 1884]",[11373],Not Found,0.0
0.5,NASDAQ_COST_2022,Financial report,What was the gross margin percentage for the year 2020?,"[12305, 12306, 12307, 11496, 13162, 13167, 11497, 11481, 13161, 11494]",[11495],Not Found,0.0
0.5,NASDAQ_COST_2022,Financial report,What was the total average sales per warehouse for the company in the fiscal year 2013?,"[11467, 11466, 1612, 3960, 19723, 17876, 1705, 1710, 19768, 1730]","[11467, 11463]",1,0.5
0.5,NASDAQ_COST_2022,Financial report,On which page does the document report the information about executive officers?,"[5733, 17771, 19889, 2771, 16990, 2678, 2874, 11326, 19890, 18641]",[11373],Not Found,0.0
0.5,NYSE_ACN_2020,Financial report,What initiative was launched to assist clients in sustainable cloud migration?,"[19516, 19404, 19604, 19398, 19717, 19501, 19718, 19363, 19379, 19596]",[19404],2,1.0
0.5,NYSE_ACN_2020,Financial report,Has the company set a goal to achieve net-zero emissions by 2025?,"[6597, 1031, 1006, 19404, 417, 415, 2843, 860, 1014, 1394]",[19404],4,1.0
0.5,NYSE_ACN_2020,Financial report,By how much did the net assets of the Europe market increase from fiscal 2018 to fiscal 2020?,"[19755, 20181, 20021, 19513, 19772, 19774, 19760, 20184, 19717, 18070]",[20181],2,1.0
0.5,NYSE_ACN_2020,Financial report,What are the total expected benefit payments for U.S. Pension Plans for the year 2023?,"[20130, 20102, 20094, 20082, 20099, 20105, 20103, 20104, 20101, 20091]",[20130],1,1.0
0.5,NYSE_ACN_2020,Financial report,What was the percentage increase in total revenues of the company from fiscal 2019 to fiscal 2020?,"[19723, 17781, 19711, 17774, 19499, 12307, 19413, 12300, 19755, 20183]","[19755, 19747]",9,0.5
0.5,NYSE_ACN_2020,Financial report,What was the company's operating income for Europe in 2020?,"[11831, 9101, 12473, 17329, 19703, 19772, 17692, 20181, 17330, 17320]",[19774],Not Found,0.0
0.5,NYSE_ACN_2020,Financial report,What was the company's operating income for the fiscal year 2018?,"[19724, 19775, 19772, 12473, 19774, 20181, 20187, 11830, 18531, 13055]","[19699, 19702]",Not Found,0.0
0.5,NYSE_ACN_2020,Financial report,Which geographic market of the company contributed the most to the fiscal 2020 revenue for the company?,"[20181, 19513, 20184, 16826, 19533, 9037, 9279, 18069, 18251, 16824]",[19513],2,1.0
