lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,698bba535087fa9a7f9009e172a7f763,Research report / Introduction,What is the Email address in this document on the second cover page?,"[4554, 6866, 8243, 347, 11007, 148, 5736, 4345, 5045, 4575]",[4559],Not Found,0.0
0.5,698bba535087fa9a7f9009e172a7f763,Research report / Introduction,How many square miles did the Hamilton country covers on year 1882? Return me a rounded integer.,"[4593, 4614, 4653, 4662, 4654, 4603, 4597, 5260, 5283, 4621]","[4592, 4597]",7,0.5
0.5,698bba535087fa9a7f9009e172a7f763,Research report / Introduction,What was the population of the city with the largest font on the map on Page 3 in 1890? Answer in int format,"[4640, 4602, 4603, 5289, 4621, 4617, 4593, 5288, 5216, 4637]","[4640, 4594]",1,0.5
0.5,698bba535087fa9a7f9009e172a7f763,Research report / Introduction,"How many pages does websites address appeared? List all the pages in list format, for example [""p1"",""p2""]","[11210, 10317, 4235, 12171, 9005, 8624, 11481, 9144, 1363, 2056]","[4640, 4603, 4621, 4614]",Not Found,0.0
0.5,698bba535087fa9a7f9009e172a7f763,Research report / Introduction,What are the counties mentioned in the document?,"[4896, 4889, 4882, 4947, 4756, 4951, 5034, 4569, 5038, 5018]","[4645, 4562, 4563, 4600, 4606]",Not Found,0.0
0.5,698bba535087fa9a7f9009e172a7f763,Research report / Introduction,How many square miles does the Hamilton country covers according to the document? Give me an appropriate integer.,"[4631, 4626, 4623, 4629, 4628, 4618, 4619, 4622, 4615, 4625]","[4592, 4597]",Not Found,0.0
0.5,698bba535087fa9a7f9009e172a7f763,Research report / Introduction,how many tables are included in the document?,"[3534, 5337, 10763, 945, 5327, 10091, 2333, 8970, 343, 11007]","[4640, 4603, 4621, 4614]",Not Found,0.0
0.5,698bba535087fa9a7f9009e172a7f763,Research report / Introduction,"For the city where the first farmers' elevator was located, what's the Population there in 2000?","[4626, 4627, 4628, 4631, 4629, 4630, 4632, 4605, 11779, 11780]","[4640, 4626]",1,0.5
0.5,8e7c4cb542ad160f80fb3d795ada35d8,Research report / Introduction,What percentage of land area was rezoned in the Bronx from 2003-2007?,"[5266, 5296, 5226, 5217, 5249, 5235, 5279, 5288, 5228, 5314]","[5266, 5258]",1,0.5
0.5,8e7c4cb542ad160f80fb3d795ada35d8,Research report / Introduction,What is the residential capacity of Staten Island from 2003 to 2007? Give me an integer.,"[5266, 5275, 5263, 5259, 5268, 5267, 5276, 5271, 5273, 5274]","[5266, 5258]",1,0.5
0.5,8e7c4cb542ad160f80fb3d795ada35d8,Research report / Introduction,What is the first subdivision topic in the title of the Areas for future research?,"[1217, 1216, 971, 683, 869, 676, 272, 407, 1060, 631]",[5306],Not Found,0.0
0.5,8e7c4cb542ad160f80fb3d795ada35d8,Research report / Introduction,What is the sum of the number of cars in the figures on page 2 and the number of bars in the figures on page 4? Write the answer in int format.,"[1691, 1690, 1694, 1693, 447, 2421, 1740, 1741, 497, 1696]","[5225, 5231]",Not Found,0.0
0.5,8e7c4cb542ad160f80fb3d795ada35d8,Research report / Introduction,"List the number of the people in the figure in page 6, the number of buildings in page 14,  and the number of legends in figure A in page 3. Write the answer in the list format, for example, [""1"",""2""]","[612, 12189, 374, 1693, 12190, 683, 2268, 704, 502, 1246]","[5226, 5301, 5250]",Not Found,0.0
0.5,91521110100M_4K_UHD_Display_User_Manual_V1.1,Guidebook,"For the users with the safety approval of UL Listed and CSA , what is the second bullet point for safety?","[5520, 5623, 5335, 2827, 7118, 8445, 8442, 3836, 7062, 9327]","[5526, 5527]",Not Found,0.0
0.5,91521110100M_4K_UHD_Display_User_Manual_V1.1,Guidebook,"In the Section Warning and Cautions, what is the subsection name contains a figure of screen in the guidebook?","[4757, 4756, 5425, 6243, 5421, 9336, 5423, 7068, 83, 7111]","[5560, 5558, 5559]",Not Found,0.0
0.5,8dfc21ec151fb9d3578fc32d5c4e5df9,Guidebook,"What's the geographic market name for EPS Code AR01?

","[4984, 4876, 4894, 4944, 4975, 5003, 4937, 5034, 5035, 4893]",[4991],Not Found,0.0
0.5,8dfc21ec151fb9d3578fc32d5c4e5df9,Guidebook,"How many geographic markers in Greater Houston, Texas?","[4989, 4878, 5034, 4959, 6733, 5038, 4896, 3790, 3167, 6141]","[4997, 4998]",Not Found,0.0
0.5,8dfc21ec151fb9d3578fc32d5c4e5df9,Guidebook,What is the Word written in Orange box on page 17?,"[4382, 11278, 4079, 11527, 11313, 4259, 4311, 1460, 4332, 11090]",[5171],Not Found,0.0
0.5,8dfc21ec151fb9d3578fc32d5c4e5df9,Guidebook,How many geographic markets in Texas belongs to the Major Metropolitan Area?,"[4897, 4901, 4942, 4890, 5000, 4996, 4980, 4900, 4896, 4999]","[4996, 4997, 4998]",6,0.33
0.5,8dfc21ec151fb9d3578fc32d5c4e5df9,Guidebook,How many recorded videos in the Recorded Demonstration section?,"[4862, 4868, 4861, 4863, 4871, 4870, 4867, 4864, 4865, 4860]","[4867, 4870, 4873, 4875, 4862]",1,0.6
0.5,8dfc21ec151fb9d3578fc32d5c4e5df9,Guidebook,"Within the geographic market segments defined by the College Board Search platform, which of the two designated areas, CA19 or Covina and West Covina, encompasses a larger geographic region?","[2856, 3399, 2932, 3090, 3166, 8658, 3165, 2999, 3171, 9729]","[5018, 4995, 5039]",Not Found,0.0
0.5,8dfc21ec151fb9d3578fc32d5c4e5df9,Guidebook,"On the left or right side of the screen, can you immediately find information about the percentage of the total available students represented by your chosen search criteria? Answer 'left' or 'right'.","[5593, 550, 11599, 5400, 11302, 467, 2729, 11361, 11277, 11352]",[5171],Not Found,0.0
0.5,3276a5b991c49cf5f9a4af0f7d6fce67,Administration/Industry file,What is the sum of numbers that are written manually on the page 15 and page 16? Write the answer in the float format.,"[5593, 2110, 484, 11483, 474, 465, 10243, 581, 634, 570]","[2600, 2607]",Not Found,0.0
0.5,3276a5b991c49cf5f9a4af0f7d6fce67,Administration/Industry file,How many signatures are appeared on the page 15 and page 16? Write the answer in the float format.,"[581, 345, 2110, 7216, 11483, 5651, 5593, 6969, 6736, 725]","[2605, 2599]",Not Found,0.0
0.5,7c3f6204b3241f142f0f8eb8e1fefe7a,Administration/Industry file,"Which case is related to the statement that ""PIC also never determined if Hanson's qualified immunity defense would overcome her conflicts of interest.""?","[4832, 4838, 4811, 4816, 4837, 4790, 4731, 4826, 4815, 4797]","[4832, 4834, 4835, 4823, 4824]",1,0.2
0.5,7c3f6204b3241f142f0f8eb8e1fefe7a,Administration/Industry file,Who is the defendant of this case?,"[3666, 3740, 3706, 3729, 3727, 4728, 4826, 4829, 4809, 3722]",[4667],Not Found,0.0
0.5,936c0e2c2e6c8e0c07c51bfaf7fd0a83,Administration/Industry file,WHAT IS THE LAST YEAR PRESENT IN THE TABULUAR COLUMN?,"[2934, 3031, 6663, 10314, 9043, 2935, 6231, 9824, 6841, 6689]",[5670],Not Found,0.0
0.5,936c0e2c2e6c8e0c07c51bfaf7fd0a83,Administration/Industry file,Describe the significant changes of the Risk Management Plan since last year.,"[5706, 5705, 5709, 5704, 5712, 9970, 9983, 9993, 2843, 5711]",[5708],Not Found,0.0
0.5,2405.09818v1,Academic paper,Which figures include line plots in the paper?,"[1691, 1690, 501, 500, 1793, 1705, 35, 1566, 1678, 891]","[2343, 2344, 2345, 2330, 2331, 2332]",Not Found,0.0
0.5,2405.09818v1,Academic paper,What do the green squares denote in Fig 1?,"[5973, 10, 1247, 1246, 582, 4471, 4210, 1741, 12074, 5267]",[2290],Not Found,0.0
0.5,2405.09818v1,Academic paper,How many subplots are related to obvious loss spikies?,"[6068, 1593, 6457, 7884, 2345, 1724, 2330, 1713, 2332, 2331]","[2344, 2331]",10,0.5
0.5,BRO-GL-MMONEY,Brochure,What are the currencies shown in Multiple settlement options?,"[11106, 11096, 11083, 7985, 10005, 11086, 5913, 12165, 10002, 11057]",[11100],Not Found,0.0
0.5,BRO-GL-MMONEY,Brochure,How many images are shown in the section of trading capabilities?,"[543, 1232, 5542, 5541, 1235, 4177, 2333, 447, 272, 1228]","[11112, 11093, 11096, 11098, 11100]",Not Found,0.0
0.5,BRO-GL-MMONEY,Brochure,Which type of chart is shown in the what-if analysis?,"[11127, 2396, 2332, 571, 277, 1460, 307, 1794, 9474, 1213]",[11116],Not Found,0.0
0.5,2312.09390v1,Academic paper,"In Figure 1, compared the second subfigure, what is the difference of the first subfigure on supervisor-student relationship?","[501, 500, 875, 864, 5603, 5600, 1691, 1693, 1694, 497]",[1492],Not Found,0.0
0.5,2312.09390v1,Academic paper,How many subfigures are in Figure 3?,"[1691, 1741, 1900, 1740, 1251, 1467, 1566, 359, 1468, 1768]",[1544],Not Found,0.0
0.5,2312.09390v1,Academic paper,"In Figure 9 including three subfigures, among six different methods, which one is the best?","[8445, 500, 501, 1593, 1705, 1745, 1251, 1788, 665, 1678]","[1593, 1581]",4,0.5
0.5,2310.09158v1,Academic paper,The author mainly conducted experiments on which two tasks?,"[2399, 26, 1333, 78, 1326, 123, 2205, 1327, 40, 10732]","[31, 38, 30]",Not Found,0.0
0.5,2310.09158v1,Academic paper,Which baseline did the pre-trained Vicuna-13B perform best on MAVEN-ERE?,"[94, 357, 308, 92, 68, 58, 93, 61, 304, 95]","[85, 94]",1,0.5
0.5,2312.04350v3,Academic paper,how many key steps did the author divide causal inference into?,"[5419, 5410, 5429, 5424, 5428, 5426, 5422, 5425, 5423, 5421]",[1273],Not Found,0.0
0.5,2312.04350v3,Academic paper,What rung is the second ladder of causation refer to?,"[1287, 1294, 1285, 1286, 1432, 1289, 1431, 1347, 1276, 1284]","[1285, 1286, 1288, 1290, 1291]",3,0.4
0.5,2312.04350v3,Academic paper,Which model performs the best on Cladder?,"[1217, 2129, 1745, 1463, 1593, 2113, 94, 85, 2123, 355]",[1327],Not Found,0.0
0.5,ACTIVISIONBLIZZARD_2019_10K,Financial report,what is the FY2019 fixed asset turnover ratio for Activision Blizzard?,"[6711, 6708, 6716, 5974, 5971, 6087, 6873, 6719, 6696, 6008]","[6401, 6402]",Not Found,0.0
0.5,ACTIVISIONBLIZZARD_2019_10K,Financial report,What is the FY2017 - FY2019 3 year average of capex to revenue ratio for Activision Blizzard?Answer in units of percents and round to one decimal place. ,"[7855, 7839, 7856, 7821, 8081, 10578, 7896, 8865, 3544, 3519]","[6401, 6402, 6405, 6406]",Not Found,0.0
0.5,ACTIVISIONBLIZZARD_2019_10K,Financial report,what is R&D to asset ratio for Activision Blizzard in FY 2019? ,"[5974, 6084, 5973, 6376, 6205, 5971, 6716, 5798, 6873, 5807]","[6401, 6179, 6183, 6186, 6175]",Not Found,0.0
0.5,ACTIVISIONBLIZZARD_2019_10K,Financial report,what is Interest Coverage Ratio for Activsion Blizzard In F2019?,"[7271, 6424, 7270, 5971, 6708, 6863, 6696, 6376, 7267, 5763]","[6401, 6402, 6787, 6786]",Not Found,0.0
0.5,ACTIVISIONBLIZZARD_2019_10K,Financial report,"what value stock does Activsion Blizzard repurchase in FY2019?Answer in USD billion
","[7959, 3253, 7738, 9101, 8368, 7953, 2922, 6825, 3003, 10627]","[5984, 5983]",Not Found,0.0
0.5,AMAZON_2017_10K,Financial report,What is Amazon's FY2017 days payable outstanding (DPO)?Round your answer to two decimal places. ,"[4201, 5380, 5598, 5595, 5422, 5594, 5597, 5606, 5596, 5461]","[8897, 8899, 8903]",Not Found,0.0
0.5,AMAZON_2017_10K,Financial report,what is Amazon's FY2017 Operating Profit Margin Before Depreciation? round your answer to three decimal,"[10038, 9130, 10971, 3785, 9858, 8897, 6406, 9157, 8976, 9819]","[9152, 8897, 9154, 8899, 9155, 9153, 9158]",6,0.14
0.5,AMAZON_2017_10K,Financial report,what is Amazon's FY2017 return on asset ? round your answer to three decimal,"[3545, 3182, 3578, 6662, 6663, 3544, 6659, 8929, 476, 3228]","[8897, 8899, 8885, 8886]",Not Found,0.0
0.5,AMAZON_2017_10K,Financial report,what is Amazon's FY2017 return on equity? round your answer to three decimal,"[9925, 9912, 10008, 3230, 9606, 10949, 3313, 10741, 9698, 10739]","[8897, 8899, 8903]",Not Found,0.0
0.5,AMAZON_2017_10K,Financial report,what is Amazon's FY2017 effective tax rate? round your answer to three decimal,"[6191, 6192, 3068, 3067, 3484, 3483, 3066, 8840, 2956, 2976]","[8897, 9106, 8899, 9116]",Not Found,0.0
0.5,AMAZON_2017_10K,Financial report,what is Amazon's FY2017 Interest Expense to Average Long-Term Debt Ratio?  round your answer to three decimal,"[6680, 3507, 3506, 3510, 10907, 3508, 10905, 9048, 10885, 3643]","[8897, 8899, 8903]",Not Found,0.0
0.5,AMAZON_2017_10K,Financial report,what is Amazon's FY2017 cash balance to total liability ratio? round your answer to three decimal,"[5670, 5669, 5668, 7970, 10154, 5872, 8385, 8420, 1011, 1012]","[9016, 8903]",Not Found,0.0
0.5,AMAZON_2017_10K,Financial report,what is Amazon's FY2017 debt to ebitda ratio? round your answer to three decimal ,"[3514, 3212, 9851, 9480, 9600, 9601, 10066, 9468, 9620, 9373]","[9152, 8897, 9154, 8899, 9155, 9153, 9158, 9048]",Not Found,0.0
0.5,AMAZON_2017_10K,Financial report,what are the components of cost of sales  for Amazon's FY2017?,"[3020, 3019, 3018, 8931, 8813, 10843, 10844, 8899, 10842, 10841]","[8921, 8931]",4,0.5
0.5,AMAZON_2017_10K,Financial report,How do Amazon recognize least cost?,"[9516, 8925, 10643, 9010, 6259, 6499, 3343, 10823, 7333, 8760]",[8978],Not Found,0.0
0.5,AMAZON_2017_10K,Financial report,"what is the total amount of  expected future amortization expense of acquired intangible assets as of December 31, 2017 for Amazon? Answer in million","[9044, 3444, 8236, 3443, 8235, 8231, 8232, 10874, 3442, 7894]","[9041, 9045]",Not Found,0.0
0.5,ADOBE_2015_10K,Financial report,what is the FY2015 operating cash flow ratio for Adobe?,"[3003, 8785, 3260, 3236, 3235, 9483, 5987, 3315, 8854, 10603]","[8017, 8036, 8039]",Not Found,0.0
0.5,ADOBE_2015_10K,Financial report,what is roa for ADBE in FY2015?,"[9470, 8017, 5635, 5665, 10064, 9282, 10062, 10059, 10077, 10535]","[8017, 8025]",2,0.5
0.5,ADOBE_2015_10K,Financial report,What is Cash Flow to Total Debt Ratio for ADBE In FY2015?,"[3243, 3209, 3242, 3208, 5987, 7743, 9940, 3217, 3216, 3211]","[8399, 8039, 8036, 8407]",Not Found,0.0
0.5,BESTBUY_2023_10K,Financial report,"what is the change of  Best Buy's gross margins change from FY2022 to FY2021? Answer in percentage terms, round to 2 decimal places.","[9474, 9468, 9475, 9506, 8807, 7524, 10562, 10578, 9470, 7613]","[10737, 10738]",Not Found,0.0
0.5,BESTBUY_2023_10K,Financial report,"Among operations, investing, and financing activities, which brought in the most (or lost the least) cash flow for Best Buy in FY2022?","[10423, 10737, 10717, 10536, 8039, 10520, 10716, 10535, 10420, 10573]",[10740],Not Found,0.0
0.5,BESTBUY_2023_10K,Financial report,"what is Return on Capital Employed for the fiscal year ending January 28, 2023? round your answer to three decimal places ","[10956, 10952, 11042, 10624, 10738, 10677, 10870, 10663, 10599, 11046]","[10568, 10737, 10562]",Not Found,0.0
0.5,BESTBUY_2023_10K,Financial report,"what is After-tax Return on Average Equity  for the fiscal year ending January 28, 2023? round your answer to three decimal places","[10666, 7706, 481, 10813, 8264, 476, 10948, 5971, 8262, 7784]","[10737, 10738]",Not Found,0.0
0.5,BESTBUY_2023_10K,Financial report,"What is Interest to Average Total Debt for the fiscal year ending January 28, 2023? Answer in percentage term, round to three decimal places","[9379, 9378, 7897, 7896, 1336, 9791, 6669, 2274, 3230, 8876]","[10737, 10738]",Not Found,0.0
0.5,BESTBUY_2023_10K,Financial report,"what is capitalization ratio for Best Buy for the fiscal year ending January 28, 2023? Answer in percentage term, round to one decimal places.","[10655, 10533, 10535, 10260, 10536, 10904, 570, 1758, 5666, 10656]",[10737],Not Found,0.0
0.5,BESTBUY_2023_10K,Financial report,"what is Cash and cash equivalents for Best Buy for the fiscal year ending January 28, 2023? Answer in million","[9667, 10535, 10655, 8017, 10536, 10739, 10663, 10570, 10647, 5976]",[10761],Not Found,0.0
0.5,BESTBUY_2023_10K,Financial report,how does Best Buy record Merchandise inventories?,"[10517, 10331, 10514, 10389, 10579, 5776, 10535, 10737, 10340, 10542]","[10768, 10746, 10747, 10767]",Not Found,0.0
0.5,BESTBUY_2023_10K,Financial report,"what goodwill does Best Buy have for for the fiscal year ending January 28, 2023?","[7993, 10278, 7390, 10614, 9667, 2825, 7890, 11042, 3610, 7914]",[10737],Not Found,0.0
0.5,BESTBUY_2023_10K,Financial report,"what is Gross Profit to Total Assets ratio for Best Buy for the fiscal year ending January 28, 2023? Round Your answer to three decimal places.","[10578, 10568, 2925, 10101, 10562, 10580, 9668, 2924, 3313, 10536]","[10737, 10738]",Not Found,0.0
0.5,BESTBUY_2023_10K,Financial report,"what proportion does Best Buy have female employees in new, salaried field positions  for the fiscal year ending January 28, 2023?","[10367, 8399, 7721, 5808, 7593, 5801, 2960, 7807, 10514, 7587]",[10379],Not Found,0.0
0.5,BESTBUY_2023_10K,Financial report,how many Domestic store does Best Buy have in fiscal 2023?,"[10570, 10835, 10536, 11018, 10533, 10534, 10535, 10579, 10531, 10537]",[10498],Not Found,0.0
0.5,BESTBUY_2023_10K,Financial report,what is total current assets in FY2023 for Bestbuy? Answer in million.,"[10579, 10535, 10536, 10655, 10389, 10578, 10835, 10580, 10533, 10570]",[10737],Not Found,0.0
0.5,BESTBUY_2023_10K,Financial report,what is basic earnings per ordinary share in FY2023 for Bestbuy?,"[9762, 9765, 10937, 8920, 9768, 8921, 6816, 10938, 9763, 6853]","[10737, 10738]",Not Found,0.0
0.5,BESTBUY_2023_10K,Financial report,what is interest coverage ratio for AMCOR'FY 2020? round your answer to three decimal?,"[1968, 4959, 8530, 6698, 6696, 8310, 8313, 5635, 1468, 152]","[10737, 10738]",Not Found,0.0
0.5,BESTBUY_2023_10K,Financial report,"What is effective tax ratio of Best Buy for for the fiscal year ending January 28, 2023?Answer in percentage term, round to one decimal places.","[3066, 7912, 7911, 6192, 8840, 2956, 10591, 6191, 7910, 2980]","[10737, 10738]",Not Found,0.0
0.5,BESTBUY_2023_10K,Financial report,"what is invested capital  of Best Buy for for the fiscal year ending January 28, 2023? Answer in million.","[10278, 10553, 11042, 10543, 10655, 7993, 10754, 10503, 7390, 10926]","[10737, 10738]",Not Found,0.0
0.5,3M_2018_10K,Financial report,What is the FY2018 capital expenditure amount (in USD millions) for 3M based on cash flow statement?,"[6406, 8782, 8203, 3315, 8786, 6636, 9483, 8783, 3238, 9851]","[3314, 3315]",4,0.5
0.5,3M_2018_10K,Financial report,what kinds of business or segment does 3M have in FY2018?,"[3084, 2870, 3787, 3454, 2855, 2871, 3784, 2856, 9158, 3785]","[2856, 2857, 2861, 2864, 2866, 2869, 2872]",8,0.14
0.5,ASX_AJY_2020,Financial report,On which page does the report detail the information about independent director?,"[9261, 9255, 4030, 4032, 11025, 11035, 9643, 4563, 7363, 9242]","[9306, 9307, 9302, 9303]",Not Found,0.0
0.5,ASX_LOV_2020,Financial report,How much did Lovisa Holdings pay in income taxes in 2020?,"[9625, 9677, 9676, 10257, 10266, 10085, 10224, 10270, 9448, 10171]","[9674, 9670]",Not Found,0.0
0.5,ASX_LOV_2020,Financial report,Was the net cash from operating activities higher in 2020 than in 2019?,"[6214, 3235, 7924, 7926, 7925, 7921, 10038, 9483, 6212, 10605]","[9674, 9670]",Not Found,0.0
0.5,ASX_LOV_2020,Financial report,What was the total remuneration for Non-Executive Directors in 2020?,"[9565, 9431, 9433, 9559, 9420, 9423, 9421, 9432, 9422, 9434]",[9615],Not Found,0.0
0.5,ASX_LOV_2020,Financial report,Calculate the decline in the company's gross profit in dollars from 2019 to 2020.,"[10573, 10582, 8807, 9534, 8452, 8454, 10738, 10578, 8450, 10562]","[9667, 9668]",Not Found,0.0
0.5,ASX_LOV_2020,Financial report,How many stores did Lovisa Holdings Limited own in Australia in the fiscal year 2020?,"[9677, 9676, 10235, 9625, 10224, 10270, 10192, 10266, 10257, 10168]",[9387],Not Found,0.0
0.5,ASX_LOV_2020,Financial report,How many Lovisa stores were there in Australia in 2020?,"[9528, 9508, 9521, 9526, 9501, 9532, 9497, 9540, 9530, 9523]",[9387],Not Found,0.0
0.5,ASX_LOV_2020,Financial report,Which country showed the largest increase in the number of Lovisa stores from 2018 to 2020?,"[9151, 9503, 9152, 9155, 7717, 9388, 11112, 4100, 9940, 4014]",[9387],Not Found,0.0
